Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Aaron Judge","NYY",145.765,638.714,521.247,146.328,71.4005,26.1733,0.59652,48.1573,104.73,118.448,105.809,10.8722,166.634,6.16246,4.57296,0.420989,9.05265,6.04652,2.23322,0.280726,0.165659,0.26089,0.634978,0.40499,0.610394,0.423183,1.01538,0.329668,3.06721,0.315631,,-1.0566,132.808,58.0927,181.46,-1.0566,-4.49,58.476325154304504,-12.340155601501465,6.96381,3.3299999237060547,,,,,,,1170.7,8.01849315,1170.7,8.01849315,,,,,,,,,,,,,,,,,,,"Aaron Judge","15640",592450
"Bobby Witt Jr.","KCR",153.257,667.287,606.158,180.105,104.381,36.4278,7.26502,32.0308,109.2,97.8862,48.2038,4.92488,111.268,6.38243,5.76124,0.781763,6.87326,39.4768,8.71008,0.297126,0.0722385,0.166747,0.433222,0.352122,0.53972,0.376906,0.891842,0.242594,7.41381,0.315979,,3.15195,113.895,35.8374,144.446,3.15195,0.34,37.0868980884552,7.435231536626816,6.89549,1.559999942779541,,,,,,,1058,6.915032679,1058,6.915032679,,,,,,,,,,,,,,,,,,,"Bobby Witt Jr.","25764",677951
"Gunnar Henderson","BAL",152.168,664.302,582.277,157.003,88.835,32.4017,4.73534,31.0314,99.0838,91.7169,71.4791,3.36273,152.555,5.78601,4.26533,0.494966,12.0475,16.201,3.69997,0.269637,0.1076,0.229647,0.468546,0.352917,0.501428,0.365227,0.854344,0.231791,5.81756,0.31262,,0.457294,107.141,29.4324,143.323,0.457294,1.17,33.38711905479431,7.972724795341492,6.55862,6.380000114440918,,,,,,,960.1,6.316447368,960.1,6.316447368,,,,,,,,,,,,,,,,,,,"Gunnar Henderson","26289",683002
"Juan Soto","NYM",153.006,673.715,538.329,146.008,82.3077,27.8561,1.67136,34.1726,104.452,93.5512,126.6,7.23894,116.937,4.48095,3.55368,0.751121,15.2432,7.75021,3.09664,0.271224,0.187913,0.173571,1.08263,0.411744,0.519616,0.399108,0.93136,0.248392,3.75284,0.286189,,-1.33114,127.031,48.2212,161.807,-1.33114,-0.31,48.46266496181488,-8.357367098331451,6.45906,7.510000228881836,,,,,,,1091.6,7.134640522,1091.6,7.134640522,,,,,,,,,,,,,,,,,,,"Juan Soto","20123",665742
"Shohei Ohtani","LAD",145.337,643.051,551.79,159.112,82.2742,30.962,3.69906,42.1767,115.751,109.53,80.5977,10.8127,143.845,5.0999,3.95487,0.603471,8.15341,33.0392,9.31289,0.288356,0.125336,0.223691,0.560311,0.381655,0.587184,0.405108,0.968838,0.298828,6.41015,0.316278,,1.5957,124.355,49.1319,164.03,1.5957,0,50.83277404308319,-13.774515151977539,6.03891,1.5299999713897705,,,,,,,1141.4,7.871724137,1141.4,7.871724137,,,,,,,,,,,,,,,,,,,"Shohei Ohtani","19755",660271
"Mookie Betts","LAD",148.204,651.713,564.363,156.029,94.0919,31.949,2.91301,27.075,95.3693,89.2474,74.3007,2.54027,87.0185,7.1307,5.31324,0.605659,8.9197,13.2377,4.37008,0.276469,0.114008,0.133523,0.85385,0.364702,0.487326,0.366581,0.852029,0.210857,4.90153,0.283053,,-0.487616,105.821,29.5851,138.099,-0.487616,-1.33,29.20402079820633,5.154042601585388,5.78983,12.420000076293945,,,,,,,929.8,6.282432432,929.8,6.282432432,,,,,,,,,,,,,,,,,,,"Mookie Betts","13611",605141
"Corey Seager","TEX",126.512,549.301,483.019,137.085,77.0036,27.2515,1.04433,31.7858,77.498,88.3375,54.7726,7.10794,95.7332,4.70812,4.17736,0.440991,10.5881,1.08506,0.445607,0.28381,0.0997133,0.174282,0.572139,0.359565,0.541973,0.380169,0.901538,0.258163,2.45782,0.292761,,-0.984554,95.1995,30.9434,151.227,-0.984554,0.33,31.21229988336563,4.184631198644638,5.54686,48.27000045776367,,,,,,,850.9,6.7,850.9,6.7,,,,,,,,,,,,,,,,,,,"Corey Seager","13624",608369
"Yordan Alvarez","HOU",135.665,590.786,506.213,148.742,80.1949,29.3877,1.4931,37.6667,90.86,101.824,69.9286,8.60166,98.8983,8.83491,5.36848,0.440638,9.99269,2.11641,0.735361,0.293833,0.118365,0.167401,0.707076,0.385378,0.581013,0.40529,0.96639,0.287179,3.05568,0.296189,,-1.06122,114.334,45.2254,170.425,-1.06122,-0.11,46.54510819911957,-13.22505222260952,5.47519,17.649999618530273,,,,,,,1013.4,7.451470588,1013.4,7.451470588,,,,,,,,,,,,,,,,,,,"Yordan Alvarez","19556",670541
"Vladimir Guerrero Jr.","TOR",153.689,666.642,587.105,175.906,108.776,32.518,1.18052,33.4319,97.0909,103.423,67.1468,6.73786,92.0832,7.44541,4.43064,0.514011,16.5391,5.57319,2.12064,0.299616,0.100724,0.13813,0.729197,0.376052,0.529856,0.385344,0.905908,0.230239,3.39828,0.305726,,-1.13827,118.313,40.3301,156.198,-1.13827,0,41.728012919425964,-11.418601036071777,5.42541,13.600000381469727,,,,,,,1038,6.74025974,1038,6.74025974,,,,,,,,,,,,,,,,,,,"Vladimir Guerrero Jr.","19611",665489
"José Ramírez","CLE",152.602,660.954,591.38,160.064,94.3875,34.1666,3.9513,27.5587,93.5942,89.6433,58.98,10.1057,75.9062,3.91545,6.11721,0.561079,7.19344,31.3384,9.43908,0.270662,0.0892347,0.114843,0.777012,0.337617,0.481601,0.346539,0.819218,0.210939,6.19423,0.268212,,1.28321,96.66,19.3428,128.797,1.28321,4.9,23.061440587043762,6.666226863861084,5.34575,5,,,,,,,912.3,5.962745098,912.3,5.962745098,,,,,,,,,,,,,,,,,,,"Jose Ramirez","13510",608070
"William Contreras","MIL",147.912,619.495,546.51,144.096,91.4992,27.9562,0.587697,24.0534,75.2622,88.3151,63.3856,1.88362,135.089,5.4084,3.29165,0.899575,15.2839,4.92904,1.81408,0.263667,0.102318,0.218064,0.469213,0.344151,0.44901,0.344177,0.793161,0.185343,2.98769,0.307284,,-0.999141,89.4188,16.9515,120.949,-0.999141,10.27,14.519773542881012,15.976481914520264,5.28018,24.729999542236328,,,,,,,779.8,5.268918918,779.8,5.268918918,,,,,,,,,,,,,,,,,,,"William Contreras","20503",661388
"Julio Rodríguez","SEA",147.438,640.69,581.005,158.973,100.938,26.4939,4.33146,27.2094,89.9372,84.3587,46.8773,3.40541,153.722,8.97733,3.34419,0.486559,9.91149,29.2126,6.70244,0.273617,0.0731669,0.239931,0.304949,0.335561,0.474622,0.347538,0.810183,0.201005,6.56551,0.326618,,1.91739,94.2116,19.2649,134.636,1.91739,-1.71,27.308239102363586,0.3776259422302246,5.06511,13.84000015258789,,,,,,,864.9,5.883673469,864.9,5.883673469,,,,,,,,,,,,,,,,,,,"Julio Rodriguez","23697",677594
"Ronald Acuña Jr.","ATL",116.04,519.512,449.016,134.048,81.6702,26.2367,1.46816,24.6732,91.8608,69.6945,58.8609,3.17827,92.6623,8.32451,2.84498,0.465751,8.93825,37.1151,12.4134,0.298538,0.1133,0.178364,0.63522,0.387699,0.528358,0.39195,0.916057,0.22982,6.31322,0.326956,,1.24576,94.963,34.1914,152.283,1.24576,3.3,33.72595798969269,-2.434903860092163,5.0184,30.579999923706055,,,,,,,855.2,7.372413793,855.2,7.372413793,,,,,,,,,,,,,,,,,,,"Ronald Acuna Jr.","18401",660670
"Francisco Lindor","NYM",152.984,670.709,591.36,150.404,88.7244,30.7688,2.25078,28.6605,92.5823,85.0762,59.7489,1.94904,130.535,9.5787,5.14675,0.567035,9.71299,21.8474,7.15813,0.254337,0.0890832,0.194623,0.457722,0.33001,0.459376,0.340238,0.789386,0.205039,5.32601,0.278393,,0.238366,94.6846,16.2264,122.183,0.238366,1.04,18.030308201909065,7.881687641143799,4.98287,14.779999732971191,,,,,,,855.1,5.588888888,855.1,5.588888888,,,,,,,,,,,,,,,,,,,"Francisco Lindor","12916",596019
"Cal Raleigh","SEA",141.819,572.392,504.636,107.467,57.402,21.7063,0.93099,27.4274,63.0116,81.3773,58.1853,2.47939,161.678,4.68122,4.47061,0.418558,6.6492,2.67657,0.820646,0.212959,0.101653,0.28246,0.359885,0.297799,0.422715,0.311324,0.720514,0.209756,2.82681,0.250121,,-0.726695,67.4847,0.527383,109.162,-0.726695,16.44,5.273607075214386,23.589312076568604,4.95154,87.55000305175781,,,,,,,609.4,4.291549295,609.4,4.291549295,,,,,,,,,,,,,,,,,,,"Cal Raleigh","21534",663728
"Fernando Tatis Jr.","SDP",145.936,631.967,563.403,153.863,89.3295,30.5375,2.55908,31.4368,97.724,89.6869,56.9195,2.22152,141.822,6.86722,3.95565,0.821563,10.6314,24.9144,7.00467,0.273096,0.0900672,0.224413,0.401345,0.344849,0.503776,0.362861,0.848625,0.230681,5.92603,0.310647,,0.95503,100.723,26.7966,137.574,0.95503,3.9,29.350104868412018,-3.2396321296691895,4.87012,10.850000381469727,,,,,,,917.7,6.285616438,917.7,6.285616438,,,,,,,,,,,,,,,,,,,"Fernando Tatis Jr.","19709",665487
"Adley Rutschman","BAL",145.811,613.301,536.736,136.732,90.8809,26.187,2.07766,17.586,71.7787,70.4821,66.1928,3.07763,97.7792,4.78767,5.0001,0.584132,11.5563,1.70969,0.578267,0.254746,0.107929,0.159431,0.676962,0.339002,0.409571,0.326867,0.748573,0.154825,2.91245,0.279441,,-1.14545,79.9805,8.23772,116.34,-1.14545,8.4,10.321152567863464,14.550463676452637,4.68017,65,,,,,,,700.2,4.79589041,700.2,4.79589041,,,,,,,,,,,,,,,,,,,"Adley Rutschman","26288",668939
"Austin Riley","ATL",149.894,648.822,578.205,157.184,89.9488,31.3653,2.54843,33.3214,91.8127,98.379,55.2266,2.97325,154.549,9.80575,5.17121,0.413638,11.1687,1.66418,0.577641,0.271848,0.0851182,0.238199,0.35734,0.34271,0.507796,0.362661,0.850507,0.235948,3.3614,0.313175,,-1.10082,103.305,27.4066,132.569,-1.10082,-3.38,24.16855216026306,-1.0668213367462158,4.61736,29.639999389648438,,,,,,,914.4,6.096,914.4,6.096,,,,,,,,,,,,,,,,,,,"Austin Riley","18360",663586
"Ketel Marte","ARI",141.164,613.899,538.389,147.994,87.5698,31.5375,2.53476,26.3515,84.3876,92.3385,64.5958,4.21016,110.625,5.8017,4.26738,0.527227,12.7685,6.11581,1.94441,0.274882,0.105222,0.1802,0.583918,0.356235,0.489711,0.362335,0.845946,0.214829,4.16166,0.299847,,-0.777852,97.5834,25.7706,131.908,-0.777852,-0.27,22.646275281906128,0.37635520100593567,4.48908,32.58000183105469,,,,,,,863.9,6.126950354,863.9,6.126950354,,,,,,,,,,,,,,,,,,,"Ketel Marte","13613",606466
"Matt Chapman","SFG",148.141,624.422,549.565,134.247,71.9427,30.0134,2.00301,30.2881,83.9335,85.3785,62.89,0.92372,160.097,6.71683,4.81047,0.440131,8.68039,7.43194,2.04513,0.244279,0.100717,0.256392,0.392825,0.326699,0.471521,0.343285,0.798219,0.227241,4.22956,0.28561,,-0.451781,89.6819,16.6382,122.688,-0.451781,1.96,16.489100515842438,4.246126651763916,4.28903,128.6699981689453,,,,,,,798.5,5.39527027,798.5,5.39527027,,,,,,,,,,,,,,,,,,,"Matt Chapman","16505",656305
"Kyle Tucker","CHC",147.582,640.255,551.181,149.256,90.0088,29.0744,3.21148,26.9616,89.9357,90.0943,78.8861,5.58784,98.6078,2.97121,5.73882,0.430998,8.91139,20.3763,6.93905,0.270794,0.12321,0.154013,0.799998,0.361806,0.481944,0.361429,0.843751,0.211151,5.1567,0.283516,,-0.0474475,101.306,26.4097,135.478,-0.0474475,0.79,27.115569807589054,-7.193236768245697,4.25953,8.25,,,,,,,902.8,6.1,902.8,6.1,,,,,,,,,,,,,,,,,,,"Kyle Tucker","18345",663656
"Will Smith","LAD",122.558,503.203,437.481,114.596,69.1128,22.673,1.45019,21.3602,66.4682,71.0844,48.9716,1.88306,92.7899,10.2585,5.53643,0.435239,8.05863,1.83935,0.596711,0.261945,0.0973198,0.184399,0.527768,0.346097,0.466877,0.350352,0.812974,0.204932,3.24204,0.283506,,-0.871875,75.1339,16.2702,127.176,-0.871875,0.25,15.480593919754028,8.833715438842773,4.24177,105.58000183105469,,,,,,,654.8,5.323577235,654.8,5.323577235,,,,,,,,,,,,,,,,,,,"Will Smith","19197",669257
"Jackson Merrill","SDP",151.771,631.295,583.061,160.233,100.152,33.2804,3.74599,23.0553,82.8206,81.5533,37.3382,2.93485,111.193,2.54923,4.89762,3.44887,9.5503,15.2868,3.79892,0.274814,0.0591455,0.176135,0.335795,0.318742,0.463367,0.33414,0.782109,0.188554,5.58237,0.302347,,0.436697,86.0222,12.1746,118.242,0.436697,2.94,14.207986265420914,5.282145023345947,4.18408,25.690000534057617,,,,,,,785,5.164473684,785,5.164473684,,,,,,,,,,,,,,,,,,,"Jackson Merrill","29490",701538
"Francisco Alvarez","NYM",122.957,465.3,415.681,92.8304,57.5293,16.7105,0.51667,18.0739,51.3757,56.4707,39.8537,0.870907,118.91,6.08749,3.17338,0.504639,9.24447,1.21741,0.615494,0.223321,0.0856517,0.255556,0.335158,0.298565,0.396448,0.3035,0.695013,0.173127,2.37125,0.265216,,-0.815557,51.9285,-2.50144,97.4563,-0.815557,17.35,-2.2308936715126038,26.2382173538208,4.07971,152.97999572753906,,,,,,,466.1,3.789430894,466.1,3.789430894,,,,,,,,,,,,,,,,,,,"Francisco Alvarez","26121",682626
"Corbin Carroll","ARI",150.204,652.523,569.122,144.788,86.6815,31.3515,6.3823,20.3727,98.0049,72.238,66.6584,1.60528,129.012,9.25356,4.03478,3.45453,9.63073,40.9884,6.60343,0.254406,0.102155,0.197713,0.516684,0.340026,0.439312,0.338482,0.779338,0.184906,7.66192,0.29359,,4.25266,91.1953,14.8644,115.853,4.25266,7.04,16.622885704040527,0.5690202713012695,4.01973,9.350000381469727,,,,,,,841.4,5.609333333,841.4,5.609333333,,,,,,,,,,,,,,,,,,,"Corbin Carroll","25878",682998
"Rafael Devers","BOS",144.918,628.509,554.718,147.72,83.5535,29.7681,2.1033,32.2954,84.0381,97.9544,63.1922,8.70714,132.877,6.61792,3.57384,0.406975,11.4363,3.24951,1.26187,0.266298,0.100543,0.211416,0.47557,0.34633,0.502204,0.359808,0.848534,0.235905,3.26017,0.293613,,-1.00285,98.6271,25.1054,131.091,-1.00285,-0.44,21.356379866600037,-4.613055646419525,3.89305,35.93000030517578,,,,,,,885.9,6.109655172,885.9,6.109655172,,,,,,,,,,,,,,,,,,,"Rafael Devers","17350",646240
"Elly De La Cruz","CIN",149.797,647.528,579.72,146.932,85.428,31.823,4.73565,24.945,99.4822,76.0381,58.7459,2.8435,202.291,4.57456,2.99627,1.49096,7.92661,50.3097,8.90669,0.253453,0.0907233,0.312405,0.290403,0.325449,0.453772,0.335387,0.779221,0.20032,8.00125,0.34316,,5.30312,88.884,13.1374,108.93,5.30312,-3.94,12.217942714691162,2.9950461387634277,3.79817,4.639999866485596,,,,,,,861.3,5.742,861.3,5.742,,,,,,,,,,,,,,,,,,,"Elly De La Cruz","26668",682829
"Patrick Bailey","SFG",113.237,430.484,387.613,88.4661,60.8866,18.3595,0.539073,8.68097,42.1104,41.4668,35.0311,0.695154,100.786,2.82711,3.64771,1.36535,7.77457,1.90646,0.749847,0.228233,0.0813761,0.234123,0.347578,0.294381,0.345568,0.282578,0.639949,0.117335,2.68203,0.283134,,-0.696251,40.794,-9.56323,81.8279,-0.696251,23.74,-10.050816357135773,32.4774227142334,3.79671,307.6499938964844,,,,,,,362.3,3.20619469,362.3,3.20619469,,,,,,,,,,,,,,,,,,,"Patrick Bailey","27478",672275
"Austin Wells","NYY",121.9,468.111,414.185,93.9187,56.3016,19.3482,1.37874,16.8901,52.6842,55.0265,44.5396,1.67889,108.387,5.24647,3.43345,0.70698,6.7872,3.87513,1.19217,0.226756,0.0951475,0.231542,0.41093,0.307453,0.402465,0.309278,0.709918,0.175709,3.71763,0.263489,,-0.531847,54.4191,-0.339626,101.337,-0.531847,12.03,0.18403995037078857,20.52069854736328,3.74996,195.14999389648438,,,,,,,487.8,3.998360655,487.8,3.998360655,,,,,,,,,,,,,,,,,,,"Austin Wells","27562",669224
"Trea Turner","PHI",145.798,636.269,581.058,159.418,104.735,31.6424,3.59644,19.444,85.1157,76.9303,39.5766,0.0375717,123.213,5.64177,4.07723,0.610299,10.8663,23.5118,5.60269,0.274358,0.062201,0.193649,0.321205,0.324637,0.441583,0.331454,0.76622,0.167225,6.16796,0.31634,,1.25004,85.3248,10.8952,112.169,1.25004,-2.45,10.50852382183075,4.299907445907593,3.71767,25,,,,,,,770.4,5.276712328,770.4,5.276712328,,,,,,,,,,,,,,,,,,,"Trea Turner","16252",607208
"Jarren Duran","BOS",148.337,645.89,585.147,157.682,95.9411,35.5557,5.97783,20.207,93.9892,74.0536,50.5042,2.00705,147.383,6.66144,2.68044,0.896832,9.49232,32.7497,5.95787,0.269474,0.0781933,0.228186,0.342673,0.3331,0.454269,0.339563,0.787369,0.184795,7.3045,0.327136,,2.94442,90.8302,15.2752,116.851,2.94442,1.2,15.397592306137085,-1.576204776763916,3.65112,21.709999084472656,,,,,,,846.3,5.718243243,846.3,5.718243243,,,,,,,,,,,,,,,,,,,"Jarren Duran","24617",680776
"Manny Machado","SDP",148.81,634.31,574.827,149.218,93.0467,25.5456,0.7094,29.916,80.8977,89.3708,50.856,3.54657,122.39,2.26868,5.43937,0.514718,11.2162,7.44274,3.07229,0.259587,0.0801754,0.192949,0.415526,0.319459,0.462626,0.334632,0.782085,0.203039,3.42535,0.278768,,-0.881402,86.6844,12.484,118.574,-0.881402,-0.4,13.206985235214233,0.7111856639385223,3.61899,38.09000015258789,,,,,,,786.4,5.277852348,786.4,5.277852348,,,,,,,,,,,,,,,,,,,"Manny Machado","11493",592518
"Alex Bregman","BOS",145.226,632.938,557.19,144.963,90.9745,29.4042,1.5705,23.0139,77.9102,81.2436,61.289,0.037375,83.159,7.09283,6.80034,0.565776,11.5511,2.07886,0.801114,0.260168,0.0968326,0.131386,0.737011,0.337372,0.442488,0.338562,0.779861,0.18232,2.79289,0.266371,,-1.1661,88.4987,14.4589,116.146,-1.1661,0.84,10.527270317077637,3.081141769886017,3.58454,126.18000030517578,,,,,,,771.7,5.322068965,771.7,5.322068965,,,,,,,,,,,,,,,,,,,"Alex Bregman","17678",608324
"Bryce Harper","PHI",143.772,624.028,535.148,144.951,87.5865,28.8276,3.19143,25.3453,86.3915,85.3059,79.0621,8.51949,133.51,4.51664,4.50583,0.795481,11.237,9.77692,3.87735,0.270861,0.126696,0.213948,0.592182,0.366684,0.47874,0.361594,0.845424,0.207879,4.64811,0.314091,,-0.898637,98.821,25.8234,132.455,-0.898637,1.27,23.319481253623962,-10.010356426239014,3.52073,22.889999389648438,,,,,,,873,6.0625,873,6.0625,,,,,,,,,,,,,,,,,,,"Bryce Harper","11579",547180
"Wyatt Langford","TEX",139.591,592.806,528.013,138.066,82.4561,27.4549,4.52513,23.6303,84.3529,70.4391,54.1349,2.17714,120.049,6.2234,3.86566,0.569032,8.41164,17.7953,4.16381,0.261483,0.0913198,0.20251,0.450941,0.335043,0.464879,0.344132,0.799922,0.203396,6.15303,0.294787,,0.762728,85.545,16.1997,125.877,0.762728,2.09,18.315139889717102,-4.1744606494903564,3.50134,43.400001525878906,,,,,,,780.2,5.572857142,780.2,5.572857142,,,,,,,,,,,,,,,,,,,"Wyatt Langford","33333",694671
"Michael Harris II","ATL",141.151,594.477,545.32,149.408,95.9048,30.5977,3.11537,19.7904,83.927,71.2463,38.9348,2.99619,118.172,5.90885,3.20251,1.11103,11.1449,20.5715,5.45983,0.273983,0.0654942,0.198782,0.329477,0.327373,0.450392,0.334504,0.777765,0.176409,5.89326,0.31571,,0.815842,81.1795,11.6388,113.618,0.815842,1.41,10.496420681476593,3.588256001472473,3.49919,38.560001373291016,,,,,,,745.3,5.285815602,745.3,5.285815602,,,,,,,,,,,,,,,,,,,"Michael Harris II","25931",671739
"Dansby Swanson","CHC",149.055,622.809,555.892,137.455,88.1151,27.2316,1.4919,20.6164,76.015,76.3907,53.1757,0.358258,155.037,4.33335,4.136,0.538253,10.7022,14.9275,4.56305,0.247269,0.0853804,0.248931,0.342988,0.315713,0.412886,0.317573,0.728598,0.165616,4.85942,0.303971,,-0.0090687,76.5614,3.70636,105.96,-0.0090687,1.68,4.430044919252396,8.58069384098053,3.48572,175.16000366210938,,,,,,,678.1,4.551006711,678.1,4.551006711,,,,,,,,,,,,,,,,,,,"Dansby Swanson","18314",621020
"Willy Adames","SFG",150.405,642.342,568.85,137.103,81.4048,28.7946,1.6458,25.2581,79.9209,79.037,62.8063,1.87212,157.921,3.13843,5.29159,0.374695,8.33506,11.3795,3.70013,0.241018,0.097777,0.245852,0.397706,0.31722,0.43063,0.323613,0.74785,0.189612,4.46793,0.286077,,-0.37085,82.0854,6.94546,109.448,-0.37085,-1.82,6.885960191488266,5.143194317817688,3.45152,93.29000091552734,,,,,,,736.4,4.909333333,736.4,4.909333333,,,,,,,,,,,,,,,,,,,"Willy Adames","15986",642715
"Freddie Freeman","LAD",145.622,636.944,554.467,155.716,101.224,31.1189,2.55065,20.8229,86.531,82.2094,68.6832,8.54576,100.072,7.69697,5.49156,0.605524,11.303,12.4284,3.7679,0.280839,0.107832,0.157112,0.686341,0.364737,0.458828,0.353631,0.823565,0.177989,4.79901,0.307229,,-0.374622,96.7841,22.2757,129.383,-0.374622,1.45,22.00518110394478,-9.928196668624878,3.43789,25.8700008392334,,,,,,,866.6,5.935616438,866.6,5.935616438,,,,,,,,,,,,,,,,,,,"Freddie Freeman","5361",518692
"Jazz Chisholm Jr.","NYY",140.787,600.489,539.54,131.394,78.9463,23.5358,3.10406,25.8083,86.4027,70.6248,51.388,2.42246,154.208,4.89297,3.65763,1.01054,8.26437,35.3715,7.89182,0.24353,0.0855769,0.256805,0.333237,0.313064,0.44216,0.325316,0.755225,0.19863,6.91211,0.290726,,2.82991,77.5598,7.31577,112.618,2.82991,-1.32,11.499681234359741,0.852638840675354,3.34309,22.760000228881836,,,,,,,736.8,5.225531914,736.8,5.225531914,,,,,,,,,,,,,,,,,,,"Jazz Chisholm Jr.","20454",665862
"Sean Murphy","ATL",110.37,429.904,375.742,89.0099,53.2287,18.6298,0,17.1514,53.238,55.2412,40.8938,0.6479,103.882,9.3502,2.59998,0.429798,8.83438,0.199017,0.0911797,0.236891,0.0951231,0.241639,0.393657,0.324915,0.423413,0.326974,0.748328,0.186522,1.78684,0.27927,,-0.808661,56.1007,5.81141,108.55,-0.808661,5.58,3.586669445037842,14.096203804016113,3.3048,217.5500030517578,,,,,,,487.3,4.43,487.3,4.43,,,,,,,,,,,,,,,,,,,"Sean Murphy","19352",669221
"Carlos Correa","MIN",119.891,516.303,454.264,121.099,79.3488,22.6315,1.18473,17.9338,63.2196,63.5177,50.3463,2.08862,98.8519,4.05596,3.69171,0.428394,11.2667,0.416498,0.169924,0.266582,0.097513,0.191461,0.50931,0.342536,0.440055,0.339371,0.78259,0.173472,2.2267,0.302386,,-1.02466,72.5267,12.1306,123.187,-1.02466,-2.62,12.673129916191101,1.542881965637207,3.24573,241.83999633789062,,,,,,,627.2,5.226666666,627.2,5.226666666,,,,,,,,,,,,,,,,,,,"Carlos Correa","14162",621043
"Mike Trout","LAA",106.862,462.985,398.433,103.88,54.3344,19.6925,2.29079,27.5618,68.1586,71.5763,54.5595,3.66478,120.742,6.66924,2.97348,0.350138,5.01418,6.17238,1.64247,0.26072,0.117843,0.260791,0.451867,0.356887,0.529171,0.376102,0.886058,0.268451,4.73136,0.301529,,-0.313884,78.7247,24.5656,146.577,-0.313884,-3.05,24.360312581062317,-8.443018674850464,3.23787,121.18000030517578,,,,,,,708.8,6.624299065,708.8,6.624299065,,,,,,,,,,,,,,,,,,,"Mike Trout","10155",545361
"Jordan Westburg","BAL",136.049,570.645,520.773,135.185,83.3088,28.2911,3.78397,19.8012,72.8174,69.7902,38.4458,1.41283,132.353,7.014,3.61241,0.799943,9.42133,9.45755,2.53616,0.259586,0.0673725,0.231936,0.290478,0.317007,0.442511,0.327422,0.759519,0.182926,5.20019,0.30998,,-0.140797,74.6723,7.9193,116.73,-0.140797,0.2,10.782815381884575,1.4801959544420242,3.23112,88.6500015258789,,,,,,,670.7,4.931617647,670.7,4.931617647,,,,,,,,,,,,,,,,,,,"Jordan Westburg","27815",676059
"Alejandro Kirk","TOR",107.543,413.42,366.963,92.6239,66.088,16.7256,0.123746,9.68652,44.6087,44.7203,37.9169,0.689258,52.8793,4.7446,3.34292,0.452797,10.5921,0.091032,0.0752406,0.252407,0.0917151,0.127907,0.717046,0.327593,0.377849,0.311377,0.705442,0.125442,1.48648,0.269505,,-0.865123,48.7597,0.398658,104.168,-0.865123,8.35,1.1063746213912964,16.06232500076294,3.19647,257.6499938964844,,,,,,,426.1,3.94537037,426.1,3.94537037,,,,,,,,,,,,,,,,,,,"Alejandro Kirk","22581",672386
"Marcus Semien","TEX",149.123,655.788,582.557,143.862,90.4697,29.1158,4.21223,20.0646,82.0972,71.7183,57.8292,0.0387243,107.3,3.81891,4.39214,0.618101,9.28747,12.6316,3.74053,0.24695,0.0881827,0.16362,0.538947,0.316854,0.414717,0.318691,0.731571,0.167767,5.2578,0.269369,,-0.188885,81.2054,4.49255,107.982,-0.188885,0.74,5.800140008330345,2.8474886417388916,3.15087,99.63999938964844,,,,,,,717.8,4.817449664,717.8,4.817449664,,,,,,,,,,,,,,,,,,,"Marcus Semien","12533",543760
"Yainer Diaz","HOU",134.139,543.333,508.896,140.275,95.7816,26.3758,1.39179,16.7254,62.9525,67.6362,25.6052,1.02947,96.3523,3.82172,4.48058,0.529533,12.9149,1.16854,0.397586,0.275645,0.0471262,0.177336,0.265746,0.312639,0.431542,0.320651,0.744181,0.155898,2.67515,0.308642,,-0.90739,68.1375,4.57945,110.888,-0.90739,1.01,5.86172491312027,6.2792088985443115,3.12448,58.650001525878906,,,,,,,607.8,4.535820895,607.8,4.535820895,,,,,,,,,,,,,,,,,,,"Yainer Diaz","23003",673237
"Oneil Cruz","PIT",144.098,613.046,550.769,138.436,78.2591,30.1208,2.04459,28.0119,85.684,83.6309,54.4059,3.74658,178.578,3.84985,3.56574,0.455688,9.07975,22.9292,4.97059,0.251351,0.0887469,0.291296,0.304663,0.321083,0.466043,0.336925,0.787126,0.214692,5.90759,0.317544,,1.52487,84.9097,13.1967,113.853,1.52487,-4.09,11.680432915687561,-2.261596202850342,3.08118,42.75,,,,,,,787.1,5.465972222,787.1,5.465972222,,,,,,,,,,,,,,,,,,,"Oneil Cruz","21711",665833
"Riley Greene","DET",141.779,609.487,536.097,139.254,85.9563,28.7685,4.00126,20.5278,78.2721,72.8716,63.9374,2.87728,156.858,5.24756,3.71195,0.492657,11.5224,6.29687,1.85904,0.259755,0.104904,0.25736,0.407614,0.342267,0.443218,0.340149,0.785486,0.183464,4.74423,0.327589,,-0.69528,85.9987,14.7021,124.25,-0.69528,-0.27,16.215881764888763,-6.833842784166336,3.06731,108.58000183105469,,,,,,,759.5,5.348591549,759.5,5.348591549,,,,,,,,,,,,,,,,,,,"Riley Greene","25976",682985
