Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Nicky Lopez","CHC",17.305,61.743,54.7695,12.9643,10.504,2.07507,0.33053,0.054771,6.21507,3.60368,4.92258,0.0821089,9.78907,0.57229,0.354363,1.11211,1.62157,1.73992,0.513611,0.236707,0.079727,0.158545,0.502865,0.304513,0.289664,0.268435,0.594177,0.0529572,5.34354,0.285105,,0.014346,5.14814,-2.07444,72.8874,0.014346,0.02,-1.9874531188979745,0.287052471190691,0.0367362,750.1099853515625,,,,,,,42.6,2.505882352,42.6,2.505882352,,,,,,,,,,,,,,,,,,,"Nicky Lopez","19339",670032
"David Bote","LAD",6.134,13.37,12.2119,2.79192,1.79125,0.570827,0.0198928,0.409946,1.50104,1.54657,0.870553,0.000789498,3.35638,0.180133,0.0753305,0.0320564,0.265459,0.0866397,0.0309112,0.228622,0.0651124,0.251038,0.259372,0.288096,0.379331,0.292147,0.667427,0.150709,3.52783,0.279544,,-0.0176148,1.36995,-0.194045,87.9998,-0.0176148,0.02,-0.20947361551225185,0.11466048285365105,0.0361907,749.72998046875,,,,,,,10.7,1.783333333,10.7,1.783333333,,,,,,,,,,,,,,,,,,,"David Bote","14593",623520
"Reese McGuire","CHC",9.106,32.925,29.6558,6.08642,4.5117,1.10583,0.0865779,0.382317,2.79576,2.45144,2.21497,0.0506492,8.7349,0.323185,0.205301,0.434412,0.619433,0.292266,0.101056,0.205236,0.0672731,0.265297,0.253576,0.266197,0.287039,0.247638,0.553236,0.0818032,3.83178,0.274978,,-0.0377158,2.19415,-1.65735,58.8891,-0.0377158,0.2,-1.6563307121396065,0.9026234298944473,0.0353962,999,,,,,,,12.5,1.388888888,12.5,1.388888888,,,,,,,,,,,,,,,,,,,"Reese McGuire","15674",624512
"Petey Halpin","CLE",6.455,25.635,23.5647,5.30352,3.56635,1.11985,0.115426,0.501893,2.58599,2.48,1.71274,0.0267668,6.65893,0.156511,0.148968,0.0520513,0.400256,0.456906,0.103445,0.225062,0.0668126,0.259759,0.25721,0.280373,0.346276,0.275317,0.626649,0.121214,4.942,0.290078,,0.00679669,2.27945,-0.719287,78.6979,0.00679669,0,-0.6180340372957289,0.09961418807506561,0.0347154,999,,,,,,,22.3,3.716666666,22.3,3.716666666,,,,,,,,,,,,,,,,,,,"Petey Halpin","sa3014461",690984
"Carlos Pérez","CHC",9.858,26.95,24.5996,4.99234,3.28535,0.955553,0.00931016,0.742128,2.32517,3.02203,1.67476,0.0274359,5.7735,0.346408,0.202582,0.0525458,0.452512,0.000899916,0.000477832,0.202944,0.0621432,0.21423,0.290077,0.261471,0.333051,0.261831,0.594521,0.130106,1.25217,0.232423,,-0.0416783,2.10385,-1.04871,68.4425,-0.0416783,0,-1.05868324264884,0.49511319398880005,0.0344836,999,,,,,,,21.3,2.13,21.3,2.13,,,,,,,,,,,,,,,,,,,"Carlos Perez","10642",542208
"Jakson Reetz","NYM",3.424,10.111,9.11241,1.82242,1.11883,0.413806,0.0149114,0.27488,0.974754,1.02066,0.703569,0.0289078,2.83669,0.223395,0.0557393,0.0158826,0.147664,0.0561571,0.010628,0.199994,0.0695845,0.280554,0.248025,0.272348,0.339174,0.270062,0.611522,0.13918,3.38989,0.255514,,-0.00899107,0.856295,-0.32647,74.9505,-0.00899107,0.04,-0.31186035741120577,0.3041975274682045,0.0339829,999,,,,,,,5.2,1.733333333,5.2,1.733333333,,,,,,,,,,,,,,,,,,,"Jakson Reetz","17837",656883
"Osleivis Basabe","SFG",6.124,22.095,20.6792,5.25996,3.91861,0.978765,0.133869,0.228714,2.3393,1.84581,1.00144,0.0116617,3.91959,0.172115,0.147876,0.094318,0.519145,0.481333,0.133758,0.254359,0.0453244,0.177397,0.255497,0.292424,0.347818,0.28062,0.640241,0.0934582,5.46442,0.301655,,0.00199612,2.05896,-0.525668,80.5098,0.00199612,0.01,-0.5129623804241419,0.10450616665184498,0.0338058,999,,,,,,,12.9,2.15,12.9,2.15,,,,,,,,,,,,,,,,,,,"Osleivis Basabe","23985",678545
"Jorbit Vivas","NYY",4.422,17.336,15.5506,3.54921,2.45362,0.767625,0.0647792,0.263183,1.79144,1.49246,1.30724,0.0329812,2.84043,0.342575,0.115,0.0205499,0.320318,0.373303,0.0633842,0.228236,0.0754061,0.163846,0.460226,0.300253,0.336703,0.283154,0.636956,0.108467,5.02104,0.261584,,0.0168639,1.65085,-0.377086,82.9605,0.0168639,0,-0.3211323004215956,0.06824073940515518,0.0335666,999,,,,,,,12.3,3.075,12.3,3.075,,,,,,,,,,,,,,,,,,,"Jorbit Vivas","sa3005511",678391
"Liover Peguero","PIT",13.26,51.447,47.7447,10.9474,7.64765,2.2228,0.259449,0.817518,5.27825,4.48502,2.8026,0.045242,13.5568,0.34461,0.297671,0.25747,0.889677,1.31582,0.321498,0.229291,0.0544754,0.26351,0.20673,0.275342,0.338083,0.269196,0.613425,0.108792,5.45959,0.300876,,0.0481148,4.32118,-1.697,68.2674,0.0481148,-0.1,-1.9040955416858196,0.513888917863369,0.0333618,750.8400268554688,,,,,,,39.7,3.053846153,39.7,3.053846153,,,,,,,,,,,,,,,,,,,"Liover Peguero","24273",678894
"Luis Guillorme","HOU",26.533,88.112,78.0148,17.221,13.5907,2.98073,0.224818,0.424748,8.10753,5.91002,8.30321,0.363203,16.6172,0.460455,0.675867,0.657648,2.07678,0.906371,0.379061,0.22074,0.0942347,0.188592,0.499674,0.297122,0.281044,0.261261,0.578166,0.0603041,3.56461,0.272451,,-0.145811,6.83803,-3.46914,69.1124,-0.145811,0.07,-3.2598583549261093,0.6432438567280769,0.0331155,999,,,,,,,51.8,1.918518518,51.8,1.918518518,,,,,,,,,,,,,,,,,,,"Luis Guillorme","16451",641645
"Akil Baddoo","DET",10.539,30.829,27.4049,5.8303,3.62593,1.14305,0.249623,0.811699,3.77487,2.74252,3.02049,0.0909283,8.52587,0.157545,0.166539,0.0795784,0.342828,1.30513,0.32654,0.212747,0.0979755,0.276554,0.354273,0.29296,0.361531,0.287808,0.65449,0.148784,6.86233,0.275236,,0.0757928,3.05123,-0.555082,87.4318,0.0757928,0,-0.3675483241677284,-0.339825838804245,0.0330826,999,,,,,,,29.8,2.709090909,29.8,2.709090909,,,,,,,,,,,,,,,,,,,"Akil Baddoo","22168",668731
"Joe Mack","MIA",4.107,15.831,14.3405,3.13343,2.07769,0.597802,0.0368472,0.421098,1.47536,1.6993,1.21211,0.064625,4.35099,0.151742,0.0923786,0.0343144,0.304583,0.0452614,0.0101411,0.218503,0.0765653,0.27484,0.278582,0.284698,0.353421,0.279909,0.638119,0.134918,2.60843,0.280758,,-0.0217069,1.46619,-0.385692,75.4425,-0.0217069,-0.05,-0.48659998923540115,0.26689813658595085,0.0317565,999,,,,,,,8.7,2.175,8.7,2.175,,,,,,,,,,,,,,,,,,,"Joe Mack","sa3017374",691788
"Diego A. Castillo",,5.983,13.69,12.4024,2.89902,1.93219,0.648913,0.0223022,0.295615,1.43577,1.37016,1.07738,0.0252177,2.53132,0.0952105,0.0916313,0.0233928,0.26121,0.157452,0.0645777,0.233747,0.0786986,0.184903,0.425622,0.297924,0.361171,0.289755,0.659096,0.127424,3.73985,0.269306,,-0.0189692,1.37639,-0.22504,88.2864,-0.0189692,0,-0.20245379954576492,0.050301291048526764,0.0314182,999,,,,,,,10.7,1.783333333,10.7,1.783333333,,,,,,,,,,,,,,,,,,,"Diego A. Castillo","19906",660636
"Ryan Kreidler","DET",9.919,26.414,23.7915,4.59897,3.05571,0.921284,0.0692441,0.552731,2.62319,2.17105,2.03215,0.0045934,8.27251,0.31843,0.175174,0.0967228,0.340317,0.742659,0.228774,0.193303,0.0769344,0.313187,0.24565,0.264068,0.307544,0.255371,0.571611,0.114241,5.23247,0.267229,,0.0132444,1.92467,-1.16519,64.6149,0.0132444,0.02,-1.056205659173429,0.4792129583656788,0.0313481,999,,,,,,,24.2,2.42,24.2,2.42,,,,,,,,,,,,,,,,,,,"Ryan Kreidler","25867",668952
"Harry Ford","SEA",2.915,6.992,6.16295,1.33895,0.901376,0.283449,0.0217247,0.132405,0.72385,0.626978,0.677391,0.0140485,1.73711,0.102462,0.0392553,0.00994126,0.107797,0.190686,0.026649,0.217259,0.0968808,0.248442,0.389954,0.303465,0.334753,0.285184,0.638218,0.117495,5.18673,0.278475,,0.0141861,0.677249,-0.140661,90.7744,0.0141861,0,-0.05962138716131449,0.12845385074615479,0.031181,999,,,,,,,2.6,0.866666666,2.6,0.866666666,,,,,,,,,,,,,,,,,,,"Harry Ford","sa3017627",695670
"Grae Kessinger","ARI",20.836,53.369,48.4041,10.3527,7.05659,2.0817,0.0986622,1.11575,5.30339,5.35988,3.94959,0.101895,13.9033,0.484734,0.369031,0.161508,0.836091,0.813314,0.275502,0.21388,0.0740052,0.260513,0.284075,0.277912,0.330116,0.268853,0.608028,0.116235,4.1388,0.273654,,-0.038804,4.46788,-1.77512,68.9886,-0.038804,0.04,-2.0179209113121033,0.5223148241639137,0.0290866,999,,,,,,,37.1,1.766666666,37.1,1.766666666,,,,,,,,,,,,,,,,,,,"Grae Kessinger","25813",666197
"Nick Sogard","BOS",6.967,21.99,19.7784,4.55589,3.26896,0.889255,0.0834023,0.31427,2.30909,1.88408,1.84581,0.0518854,5.08101,0.16609,0.134822,0.064899,0.374234,0.473787,0.131049,0.230347,0.0839386,0.23106,0.363276,0.299556,0.33141,0.28027,0.630966,0.101063,4.78959,0.292164,,0.000412319,2.04299,-0.529362,75.1425,0.000412319,0.09,-0.62503048410872,0.1545092612504959,0.0271132,999,,,,,,,16.9,2.414285714,16.9,2.414285714,,,,,,,,,,,,,,,,,,,"Nick Sogard","25483",686765
"Kevin Newman","LAA",60.376,222.149,205.694,49.0237,37.6798,8.57106,1.07844,1.6944,21.3951,16.4133,10.9339,0.0665714,36.0844,1.37133,1.5106,2.08379,4.31871,4.38292,1.42764,0.238333,0.0492186,0.162433,0.303008,0.27939,0.3152,0.262659,0.59459,0.0768672,4.99221,0.279351,,-0.0955953,17.49,-8.49661,66.7781,-0.0955953,0.68,-8.540097184479237,1.3924981355667114,0.0266307,672.75,,,,,,,159.8,2.663333333,159.8,2.663333333,,,,,,,,,,,,,,,,,,,"Kevin Newman","17696",621028
"Grant McCray","SFG",32.64,124.283,113.257,24.051,15.7646,5.06079,0.628007,2.59758,14.1278,10.3417,9.06016,0.10363,42.7773,1.10738,0.634589,0.224172,1.65612,4.73652,0.860538,0.212358,0.0728994,0.344193,0.211798,0.275825,0.336939,0.270586,0.612764,0.12458,6.48407,0.313114,,0.39493,10.5779,-3.96048,73.7567,0.39493,0.66,-3.5053109526634216,-0.377036988735199,0.0264804,743.8400268554688,,,,,,,106.5,3.227272727,106.5,3.227272727,,,,,,,,,,,,,,,,,,,"Grant McCray","25690",687529
"Yonathan Perlaza","SDP",4.07,16.402,14.9017,3.26511,2.05629,0.784164,0.0379556,0.386695,1.75018,1.64869,1.27532,0.0381392,4.32362,0.103623,0.0963538,0.0249638,0.257234,0.282597,0.0610574,0.219109,0.0777537,0.263603,0.294965,0.283571,0.354674,0.280121,0.638245,0.135565,4.48111,0.279789,,0.00497955,1.52187,-0.396804,81.8841,0.00497955,0,-0.35033878684043884,0.06026602163910866,0.0264525,999,,,,,,,7.7,1.925,7.7,1.925,,,,,,,,,,,,,,,,,,,"Yonathan Perlaza","sa917302",666632
"Tim Tawa","ARI",11.468,45.283,41.8595,9.43371,6.41452,1.8374,0.127254,1.05454,4.64014,4.90879,2.76257,0.0110377,11.5974,0.325612,0.283293,0.0520535,0.817965,0.648466,0.135184,0.225366,0.0610068,0.25611,0.238205,0.276843,0.350918,0.275433,0.627761,0.125551,4.51427,0.284128,,0.000030526,4.03074,-1.26638,73.417,0.000030526,0,-1.4394316589350638,0.1769753098487854,0.025356,999,,,,,,,34.5,3.136363636,34.5,3.136363636,,,,,,,,,,,,,,,,,,,"Tim Tawa","sa3016970",694374
"Alexander Canario","NYM",14.991,46.984,43.0421,8.74075,5.28502,1.78739,0.102945,1.56539,4.88955,5.0563,3.2104,0.0394727,15.669,0.364423,0.272232,0.0948904,0.613419,0.686212,0.137121,0.203075,0.0683296,0.333496,0.204889,0.262653,0.358491,0.271545,0.621145,0.155417,4.59543,0.275129,,0.0120935,4.03514,-1.46096,75.9488,0.0120935,0.34,-1.3391929138451815,0.01612037420272827,0.0249459,745.5999755859375,,,,,,,42.9,2.86,42.9,2.86,,,,,,,,,,,,,,,,,,,"Alexander Canario","22842",672744
"Edward Olivares",,8.272,24.659,22.5594,5.63927,3.89995,1.08919,0.0986194,0.551516,2.83866,2.50556,1.52658,0.00145611,4.43258,0.353253,0.190837,0.0288847,0.452501,0.681769,0.210008,0.249974,0.0619076,0.179755,0.3444,0.305281,0.380339,0.300364,0.68562,0.130365,5.1468,0.286373,,0.00569422,2.68976,-0.1948,89.2454,0.00569422,0,-0.31143223540857434,-0.27181437611579895,0.0245721,999,,,,,,,30.8,3.85,30.8,3.85,,,,,,,,,,,,,,,,,,,"Edward Olivares","19698",658668
"J.C. Escarra","NYY",9.607,33.865,30.5121,6.38353,4.25451,1.43267,0.0886968,0.607652,3.08566,3.05441,2.57619,0.0883104,6.37553,0.491786,0.219176,0.0657918,0.606533,0.188555,0.0424622,0.209213,0.0760723,0.188263,0.404074,0.279637,0.321727,0.267082,0.601363,0.112513,3.2441,0.243215,,-0.0365817,2.78678,-1.17468,71.6553,-0.0365817,0.01,-1.1349012479186058,0.24297399260103703,0.0244748,999,,,,,,,23.9,2.39,23.9,2.39,,,,,,,,,,,,,,,,,,,"J.C. Escarra","sa738605",641555
"Nick Madrigal","NYM",8.341,25.179,23.2102,5.93134,4.80441,0.947423,0.119525,0.0599854,2.56974,1.82414,1.12465,0.0404332,2.92674,0.45395,0.149592,0.240593,0.719621,0.546693,0.198704,0.255549,0.044666,0.116237,0.384266,0.301139,0.31442,0.273583,0.61556,0.0588718,5.11969,0.288192,,-0.0211963,2.20375,-0.74164,77.3203,-0.0211963,0,-0.7040634471923113,0.09251543879508972,0.0234376,999,,,,,,,18.4,2.3,18.4,2.3,,,,,,,,,,,,,,,,,,,"Nick Madrigal","20521",663611
"Brewer Hicklen","MIL",7.661,20.675,18.5666,3.75481,2.35148,0.712564,0.0940387,0.596734,2.32431,2.15257,1.57976,0.108306,7.17484,0.369059,0.123601,0.0359402,0.233028,1.07828,0.0714893,0.202234,0.076409,0.34703,0.22018,0.276351,0.347163,0.273716,0.623515,0.144929,7.08297,0.289237,,0.153617,1.81176,-0.606763,73.5241,0.153617,0.03,-0.500955119729042,0.02999999549894783,0.0224673,999,,,,,,,23.6,2.95,23.6,2.95,,,,,,,,,,,,,,,,,,,"Brewer Hicklen","20450",676551
"Jacob Amaya","CHW",3.812,13.709,12.5373,2.66445,1.8735,0.551281,0.0384597,0.201203,1.22454,1.15344,0.989387,0.00257674,3.47446,0.0747355,0.0914953,0.0160922,0.257726,0.139131,0.0388916,0.212522,0.0721707,0.253444,0.28476,0.272299,0.310773,0.259368,0.583073,0.0982516,3.94053,0.275127,,-0.0110898,1.04302,-0.560635,65.7245,-0.0110898,0.13,-0.5487338183447719,0.3064814805984497,0.0221783,999,,,,,,,9.7,2.425,9.7,2.425,,,,,,,,,,,,,,,,,,,"Jacob Amaya","23296",676070
"Cooper Hummel","HOU",3.486,9.764,8.59795,1.84807,1.21241,0.398717,0.0458628,0.191077,1.12675,0.816079,0.958154,0.0200807,2.5538,0.143024,0.0532489,0.0116232,0.161499,0.252197,0.0672631,0.214943,0.0981313,0.261553,0.375187,0.302413,0.338655,0.285973,0.641068,0.123713,5.45428,0.280545,,0.00509607,0.951948,-0.190226,86.4952,0.00509607,0.19,-0.14578003948554397,0.028611108660697937,0.0215147,999,,,,,,,5.2,1.733333333,5.2,1.733333333,,,,,,,,,,,,,,,,,,,"Cooper Hummel","19458",669450
"Martín Maldonado","SDP",15.775,55.873,48.7557,8.81872,5.60262,1.53321,0,1.6829,4.93439,5.53562,3.90007,0.039158,18.8202,0.565035,0.301439,0.872631,0.871502,0.161585,0.0956314,0.180876,0.0698025,0.336838,0.207229,0.248193,0.315873,0.250175,0.564066,0.134998,2.2293,0.249906,,-0.0855641,3.83751,-2.6984,61.728,-0.0855641,-0.24,-2.6426462903618813,0.9772067219018936,0.0201585,999,,,,,,,41,2.5625,41,2.5625,,,,,,,,,,,,,,,,,,,"Martin Maldonado","6887",455117
"Gustavo Campero","LAA",4.199,14.306,12.9211,3.04933,2.0466,0.562615,0.0829654,0.357144,1.69984,1.35623,0.919445,0.0592217,2.95208,0.301296,0.0954112,0.0687678,0.272654,0.520364,0.0707397,0.235996,0.0642699,0.206352,0.311457,0.299922,0.375302,0.295104,0.675224,0.139306,6.4472,0.277337,,0.0501029,1.49991,-0.173576,89.6011,0.0501029,0.03,-0.12011765316128731,-0.16439813561737537,0.0198688,747.75,,,,,,,11.6,2.9,11.6,2.9,,,,,,,,,,,,,,,,,,,"Gustavo Campero","22707",672569
"Blake Hunt","SEA",4.248,13.36,12.3886,2.47974,1.60597,0.55014,0.0339073,0.289719,1.08737,1.34769,0.718335,0.00446398,3.73473,0.15146,0.0864187,0.015176,0.192992,0.052978,0.00970851,0.200163,0.0537676,0.279546,0.192339,0.250998,0.320201,0.251483,0.5712,0.120039,3.16592,0.259156,,-0.0128409,0.931671,-0.631156,67.0683,-0.0128409,-0.07,-0.5162555770948529,0.25777777284383774,0.019301,999,,,,,,,5.1,1.275,5.1,1.275,,,,,,,,,,,,,,,,,,,"Blake Hunt","sa3004153",675448
"Wilmer Flores","SFG",93.477,368.959,331.599,77.4015,51.242,14.6064,0.210539,11.3426,37.79,41.4358,29.1207,0.021787,54.7699,4.09031,3.40389,0.366168,6.24821,0.0280235,0.025566,0.233419,0.0789267,0.148444,0.531692,0.300403,0.381355,0.298988,0.681758,0.147936,1.35256,0.245672,,-0.671117,39.8368,-3.3233,92.873,-0.671117,0.17,-3.8155762553215027,-8.288566663861275,0.0188545,640.1300048828125,,,,,,,345.1,3.710752688,345.1,3.710752688,,,,,,,,,,,,,,,,,,,"Wilmer Flores","5827",527038
"Jonathon Long","CHC",5.253,16.578,14.8043,3.52491,2.36224,0.63347,0.0277199,0.501484,1.7536,2.01423,1.45571,0.0955692,4.03417,0.194194,0.0974917,0.0262738,0.317892,0.0526619,0.0114181,0.2381,0.0878098,0.243345,0.360845,0.312645,0.386257,0.305451,0.698902,0.148157,2.71701,0.291663,,-0.0250033,1.87618,-0.063081,97.8018,-0.0250033,0,-0.06857965141534805,-0.3045634627342224,0.0184785,999,,,,,,,22.7,4.54,22.7,4.54,,,,,,,,,,,,,,,,,,,"Jonathon Long","sa3022864",675085
"Keston Hiura","COL",9.3,32.819,29.6157,7.31263,4.40215,1.42795,0.0834058,1.39912,3.9659,4.40922,2.25016,0.074463,10.2135,0.700814,0.215505,0.0368104,0.543962,0.311995,0.11871,0.246917,0.0685627,0.311206,0.220313,0.313085,0.442494,0.326438,0.755578,0.195576,3.92469,0.324586,,-0.0431253,4.26857,0.429469,96.2765,-0.0431253,-0.01,-0.18925438448786736,-0.727592596784234,0.0181829,742.1599731445312,,,,,,,30.5,3.388888888,30.5,3.388888888,,,,,,,,,,,,,,,,,,,"Keston Hiura","20003",669374
"Coco Montes","TBR",4.788,12.743,11.6994,2.57554,1.70844,0.559679,0.0386164,0.268807,1.23652,1.26198,0.8242,0.000752474,3.55766,0.120765,0.0855945,0.0130214,0.19452,0.1487,0.0422581,0.220143,0.0646786,0.279186,0.231669,0.276553,0.343511,0.273011,0.620063,0.123368,4.16462,0.289844,,-0.00831065,1.10945,-0.381206,79.8825,-0.00831065,0,-0.301637114956975,0.0468217208981514,0.0175551,999,,,,,,,10.7,2.14,10.7,2.14,,,,,,,,,,,,,,,,,,,"Coco Montes","21547",663796
"Taylor Trammell","HOU",45.448,122.138,108.475,21.8268,13.2855,4.36497,0.391843,3.78448,14.3129,11.9324,11.2302,0.20561,38.161,1.3078,0.771619,0.353709,1.52092,3.35315,0.903233,0.201216,0.0919472,0.312441,0.294286,0.282178,0.353344,0.280547,0.635522,0.152129,5.59954,0.268085,,0.102627,11.3746,-2.91291,82.6786,0.102627,0.51,-2.3180583268404007,-1.5940742492675781,0.0164626,999,,,,,,,103.3,2.295555555,103.3,2.295555555,,,,,,,,,,,,,,,,,,,"Taylor Trammell","19960",666211
"Luca Tresh","KCR",3.233,9.179,8.44545,1.8556,1.23762,0.390442,0.025331,0.2022,0.874796,0.958653,0.598656,0.00277545,2.39428,0.0596835,0.062105,0.0131075,0.147058,0.0302733,0.00670059,0.219716,0.0652201,0.260843,0.250036,0.274271,0.343771,0.27167,0.618042,0.124055,3.14199,0.279712,,-0.011601,0.789243,-0.284498,70.4202,-0.011601,0,-0.32226877845823765,0.1686324179172516,0.0157344,999,,,,,,,6.2,2.066666666,6.2,2.066666666,,,,,,,,,,,,,,,,,,,"Luca Tresh","sa3017394",681123
"Danny Mendick","CHW",23.893,68.025,62.8723,13.9173,9.87332,2.61656,0.111789,1.31566,6.47845,6.05704,3.88447,0.0103044,15.1644,0.628389,0.40886,0.230951,1.23828,1.25323,0.400214,0.221359,0.0571036,0.222924,0.256157,0.271856,0.329309,0.265321,0.601165,0.107951,4.326,0.26926,,-0.0249043,5.50142,-2.45602,69.9115,-0.0249043,0,-2.366835406050086,0.24994489550590515,0.01557,999,,,,,,,50.4,2.1,50.4,2.1,,,,,,,,,,,,,,,,,,,"Danny Mendick","18889",664901
"Jesús Bastidas","HOU",3.083,8.783,8.03895,1.69359,1.11535,0.340054,0.0180883,0.220107,0.897749,0.865545,0.524934,0.0215106,2.41925,0.159683,0.0497066,0.00972414,0.125576,0.169334,0.0285231,0.210674,0.0597671,0.275447,0.216982,0.271075,0.339615,0.268724,0.610689,0.128941,4.78499,0.2704,,0.00827847,0.73437,-0.293048,74.3619,0.00827847,0,-0.24937360547482967,0.09681437164545059,0.0144823,999,,,,,,,6.2,2.066666666,6.2,2.066666666,,,,,,,,,,,,,,,,,,,"Jesus Bastidas","sa916969",665846
"Tucker Barnhart","TEX",7.486,22.638,20.0661,3.9561,2.99903,0.700883,0.0225776,0.233607,1.89908,1.60604,1.92458,0.0412439,6.00426,0.178518,0.134078,0.131508,0.455214,0.0931437,0.0359868,0.197154,0.0850155,0.265229,0.320536,0.271673,0.269258,0.245469,0.540931,0.0721048,2.67018,0.26661,,-0.0358888,1.4691,-1.17905,56.4758,-0.0358888,-0.03,-1.1632783487439156,0.5476234275847673,0.0143551,999,,,,,,,11.3,1.614285714,11.3,1.614285714,,,,,,,,,,,,,,,,,,,"Tucker Barnhart","10200",571466
"Austin Wynns","CIN",9.324,29.098,26.626,5.68033,4.16914,0.960067,0.0175767,0.533543,2.46108,2.70802,1.76673,0.0134229,7.47535,0.302802,0.167472,0.188454,0.571725,0.103962,0.0501453,0.213337,0.0607166,0.256902,0.236341,0.268505,0.31083,0.257479,0.579335,0.0974929,2.21995,0.273989,,-0.048649,2.1696,-1.23423,56.4929,-0.048649,0,-1.5625037737190723,0.7194444537162781,0.0130061,999,,,,,,,24.9,2.766666666,24.9,2.766666666,,,,,,,,,,,,,,,,,,,"Austin Wynns","15271",642851
"Luis Vazquez","BAL",7.642,12.772,11.7028,2.51725,1.78138,0.469296,0.0310514,0.235516,1.24444,1.08132,0.728397,0.0266587,3.3021,0.146343,0.0718698,0.122597,0.244668,0.214455,0.0421518,0.215098,0.0570308,0.258542,0.220586,0.268154,0.32088,0.259883,0.589034,0.105782,4.54262,0.277008,,0.00506636,0.97702,-0.517024,69.2222,0.00506636,0,-0.44471609964966774,0.1407848298549652,0.0125823,999,,,,,,,7.8,0.975,7.8,0.975,,,,,,,,,,,,,,,,,,,"Luis Vazquez","23442",676679
"Cooper Bowman","CIN",9.764,37.851,34.3539,7.40937,4.91525,1.55268,0.0852634,0.856181,4.14817,3.45296,2.62451,0.0215217,9.76683,0.424677,0.230943,0.216949,0.596573,1.59286,0.150099,0.215677,0.0693379,0.258034,0.268717,0.277901,0.340605,0.27309,0.618506,0.124927,5.91289,0.273484,,0.195092,3.29784,-1.1299,67.0006,0.195092,0,-1.2985429614782333,0.15067900717258453,0.0116303,750.9600219726562,,,,,,,33.2,3.32,33.2,3.32,,,,,,,,,,,,,,,,,,,"Cooper Bowman","sa3016966",688682
"Kody Clemens","PHI",16.942,55.76,51.2345,11.0111,6.58996,2.36514,0.229867,1.82612,5.89029,6.54266,3.6695,0.0638904,14.4344,0.371315,0.38086,0.10379,0.819058,0.593884,0.185475,0.214916,0.0658088,0.258866,0.25422,0.270444,0.376979,0.281295,0.647423,0.162063,4.38697,0.259793,,-0.0397401,5.22642,-1.29628,78.408,-0.0397401,0.07,-1.479458935558796,-0.2661507949233055,0.0114901,999,,,,,,,49.1,2.888235294,49.1,2.888235294,,,,,,,,,,,,,,,,,,,"Kody Clemens","20572",665019
"Willie Calhoun",,1.754,6.384,5.75092,1.32268,0.925388,0.251621,0.00990883,0.13576,0.619084,0.647379,0.523799,0.0174091,0.897988,0.0488799,0.0548901,0.00550647,0.130134,0.0200847,0.00824898,0.229994,0.0820487,0.140662,0.583303,0.297148,0.348013,0.284503,0.645161,0.118019,2.41925,0.248722,,-0.0110099,0.61486,-0.131928,82.3934,-0.0110099,0,-0.14251930080354214,0.03753086179494858,0.0111246,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Willie Calhoun","17838",641432
"Dom Nuñez","CLE",1.752,6.184,5.48669,0.993002,0.604362,0.215049,0.00735552,0.166236,0.544762,0.617246,0.578436,0.00983726,1.95227,0.0513867,0.0350369,0.0324548,0.0837164,0.0182822,0.00930612,0.180984,0.0935376,0.315696,0.29629,0.263808,0.313754,0.257893,0.577562,0.13277,2.32068,0.242937,,-0.00977567,0.463149,-0.260243,66.4409,-0.00977567,0,-0.24723303597420454,0.13518518209457397,0.00971833,999,,,,,,,3.6,1.8,3.6,1.8,,,,,,,,,,,,,,,,,,,"Dom Nunez","15055",624513
"Chuckie Robinson","LAA",6.314,19.233,17.9235,3.71508,2.76488,0.608978,0.0268774,0.314348,1.59756,1.64597,0.967418,0.0332829,5.04849,0.198577,0.0988314,0.0446763,0.422418,0.113486,0.0449036,0.207274,0.0502999,0.262491,0.191625,0.254378,0.296865,0.244089,0.551243,0.0895906,2.93534,0.268631,,-0.0262504,1.22677,-1.02307,53.7158,-0.0262504,0.01,-1.0448066387325525,0.4971913490444422,0.00965924,999,,,,,,,10.3,1.716666666,10.3,1.716666666,,,,,,,,,,,,,,,,,,,"Chuckie Robinson","19824",642020
"Andre Lipcius","CHW",3.705,9.408,8.593,1.89866,1.28693,0.382804,0.0163337,0.21259,0.876224,0.931895,0.6907,0.011956,2.27141,0.0486239,0.0669673,0.00870489,0.152054,0.0738911,0.0140891,0.220954,0.0734162,0.241433,0.304085,0.280657,0.343523,0.274771,0.624181,0.12257,3.43123,0.273004,,-0.00682566,0.832412,-0.268118,76.5587,-0.00682566,0,-0.25916496524587274,0.034567900002002716,0.00919415,999,,,,,,,5.2,1.3,5.2,1.3,,,,,,,,,,,,,,,,,,,"Andre Lipcius","25822",686531
