Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Paul Skenes","PIT",13.1473,8.6899,21.0899,2.80474,30.78,30.78,0,0,,188.104,759.711,147.492,64.8216,58.6204,15.5709,55.2044,0.4368,7.5295,241.335,11.5469,2.6413,4.37166,0.745,0.317667,0.072665,0.24500197917222977,0.211617,1.07758,0.299773,0.762173,0.470836,,2.67714,5.79055,5.78693,11.449999809265137,,,,,,,1105.2,5.87872340425532,1025,5.452127659574468,4.21,3.75,3.44,3.2,2.99,2.8,2.6,2.39,2.12,3.72,3.48,3.32,3.19,3.07,2.95,2.83,2.7,2.53,"Paul Skenes","33677",694973
"Jacob deGrom","TEX",11.1926,6.8077,16.502,2.88172,25.92,25.92,0,0,,152.018,602.766,116.394,52.7746,48.6746,17.2286,30.0925,0.302,4.93,206.015,12.1969,1.78159,6.84606,1.02,0.341783,0.049924,0.2918586991727352,0.205011,0.963614,0.287852,0.76583,0.383545,,2.62056,5.12067,4.23874,46.689998626708984,,,,,,,921.1,6.059868421052632,846,5.565789473684211,4.34,3.82,3.49,3.22,3,2.78,2.57,2.35,2.07,3.78,3.52,3.35,3.21,3.09,2.96,2.84,2.7,2.52,"Jacob deGrom","10954",594798
"Tarik Skubal","DET",13.2807,9.4838,21.5989,2.92873,32,32,0,0,,196.234,787.772,160.516,70.1085,63.8574,20.0595,44.9928,0.3017,7.9935,228.494,10.4796,2.06353,5.07846,0.92,0.290051,0.057114,0.23293708264827728,0.218453,1.04726,0.288867,0.763138,0.435306,,2.97662,4.98231,5.11403,14.039999961853027,,,,,,,1082.8000000000002,5.5244897959183685,1017,5.188775510204081,4.27,3.84,3.55,3.32,3.12,2.93,2.74,2.54,2.28,3.73,3.53,3.4,3.29,3.19,3.1,3,2.88,2.73,"Tarik Skubal","22267",669373
"Garrett Crochet","BOS",12.4796,8.3192,17.3614,3.04315,30.78,30.78,0,0,,170.138,684.385,133.266,62.7513,57.5284,16.6168,51.6813,0.3928,6.542,220.434,11.6605,2.73385,4.26525,0.879,0.32209,0.0755149,0.24657507985830307,0.212831,1.08704,0.299785,0.755772,0.440866,,2.87155,4.80243,4.879,25.15999984741211,,,,,,,966.1000000000001,5.682941176470589,892,5.247058823529412,4.5,4.01,3.68,3.43,3.2,3,2.79,2.56,2.28,3.94,3.7,3.54,3.41,3.29,3.17,3.05,2.92,2.75,"Garrett Crochet","27463",676979
"Zack Wheeler","PHI",13.4682,9.4226,20.5613,3.32901,32,32,0,0,,198.518,810.278,171.329,79.9917,73.4298,22.8737,50.9251,0.8184,8.6659,212.375,9.62824,2.30874,4.17035,1.037,0.262102,0.0628489,0.19925297051668167,0.22823,1.11957,0.288019,0.747841,0.425596,,3.4253,4.61254,4.75219,21.450000762939453,,,,,,,989.1000000000003,4.970351758793971,940,4.723618090452261,4.72,4.28,3.98,3.74,3.53,3.34,3.14,2.92,2.65,4.12,3.94,3.81,3.7,3.61,3.51,3.41,3.3,3.15,"Zack Wheeler","10310",554430
"Chris Sale","ATL",13.9468,7.7666,19.9639,3.07328,30.78,30.78,0,0,,186.772,754.94,152.736,69.5504,63.7781,19.4243,47.1377,0.5224,8.9808,230.074,11.0866,2.27143,4.88089,0.936,0.304758,0.062439,0.24231886118650436,0.218563,1.07015,0.296695,0.754712,0.42585,,2.95619,4.51026,4.9485,36.33000183105469,,,,,,,1044.3,5.584491978609625,980,5.240641711229946,4.47,4.01,3.7,3.46,3.25,3.05,2.85,2.63,2.36,3.91,3.7,3.55,3.43,3.32,3.22,3.11,2.99,2.82,"Chris Sale","10603",519242
"Tyler Glasnow","LAD",10.5528,6.3894,14.7492,3.22287,24.3,24.3,0,0,,143.689,580.091,117.05,56.0611,51.4544,16.1091,40.6673,0.2431,3.5606,178.161,11.1592,2.54721,4.38093,1.009,0.307125,0.070105,0.23702005296945572,0.218432,1.09763,0.295499,0.752091,0.449349,,3.06752,3.69035,3.45113,97.51000213623047,,,,,,,785.6000000000001,5.455555555555557,733,5.090277777777778,4.78,4.25,3.9,3.63,3.39,3.16,2.94,2.7,2.4,4.1,3.88,3.72,3.6,3.48,3.37,3.26,3.13,2.96,"Tyler Glasnow","14374",607192
"Sonny Gray","STL",12.145,9.5476,18.4993,3.40945,30.78,30.78,0,0,,184.766,764.441,164.484,76.5001,69.9943,19.6878,51.2749,0.4319,6.8303,197.267,9.60896,2.49762,3.84725,0.959,0.258054,0.067075,0.19097916781902313,0.23287,1.16775,0.295877,0.739968,0.447403,,3.35982,3.67956,3.83628,111.93000030517578,,,,,,,916.6,4.954594594594595,885,4.783783783783784,4.88,4.41,4.1,3.85,3.63,3.42,3.21,2.98,2.69,4.26,4.06,3.92,3.81,3.7,3.6,3.5,3.38,3.22,"Sonny Gray","12768",543243
"Cole Ragans","KCR",12.0174,9.5546,17.8285,3.5052,30.78,30.78,0,0,,182.633,763.514,156.145,77.213,71.1293,19.3591,68.885,0.5505,6.4845,207.071,10.2043,3.3946,3.00604,0.954,0.271208,0.090221,0.18098712712526321,0.226908,1.23215,0.296258,0.746825,0.407633,,3.51491,3.64231,4.09902,48.18000030517578,,,,,,,903.9,4.939344262295082,857,4.683060109289618,4.99,4.51,4.18,3.93,3.7,3.49,3.28,3.04,2.75,4.37,4.16,4.01,3.89,3.78,3.67,3.56,3.44,3.27,"Cole Ragans","21846",666142
"Dylan Cease","SDP",12.5504,9.821,18.4779,3.48086,32,32,0,0,,188.994,786.818,154.557,79.0361,73.0956,22.3852,70.4839,1.0111,6.4338,224.319,10.6822,3.35649,3.18256,1.066,0.285097,0.0895809,0.19551599770784378,0.217717,1.19073,0.285348,0.753762,0.379245,,3.55338,3.63158,3.81409,47.04999923706055,,,,,,,945,5,879,4.650793650793651,4.91,4.44,4.13,3.89,3.67,3.46,3.26,3.03,2.74,4.28,4.09,3.95,3.84,3.74,3.65,3.54,3.43,3.27,"Dylan Cease","18525",656302
"Corbin Burnes","ARI",12.2689,9.7211,18.391,3.68563,30.78,30.78,0,0,,189.849,793.019,178.202,84.6693,77.7458,20.0607,53.5089,0.2498,7.1522,192.516,9.12647,2.53665,3.59784,0.951,0.242764,0.0674749,0.17528899013996124,0.243326,1.2205,0.304246,0.722116,0.457641,,3.47061,3.62326,3.57882,36.599998474121094,,,,,,,900.2,4.737894736842105,893,4.7,5.19,4.71,4.4,4.14,3.92,3.71,3.49,3.26,2.96,4.54,4.35,4.21,4.1,3.99,3.89,3.79,3.67,3.51,"Corbin Burnes","19361",669203
"Pablo López","MIN",12.0906,10.5524,18.6328,3.6269,32,32,0,0,,193.107,798.291,177.233,84.3644,77.8198,23.7521,47.9518,0.8645,8.6136,202.532,9.43928,2.23486,4.22366,1.107,0.253707,0.0600681,0.19363903999328613,0.238947,1.16612,0.297767,0.733701,0.431337,,3.54663,3.56156,3.46796,68.30999755859375,,,,,,,907.8,4.703626943005181,888,4.601036269430052,5.09,4.62,4.31,4.06,3.84,3.63,3.42,3.19,2.89,4.46,4.27,4.13,4.01,3.91,3.81,3.7,3.58,3.43,"Pablo Lopez","17085",641154
"Logan Webb","SFG",12.41,10.6943,20.6384,3.42681,32,32,0,0,,201.109,839.004,200.554,85.156,76.5737,16.8261,45.1166,0.8449,6.4318,174.692,7.81776,2.01905,3.872,0.753,0.208213,0.053774,0.1544390805065632,0.254687,1.22158,0.308301,0.722668,0.558,,3.28583,3.554,3.63227,99.83999633789062,,,,,,,952.7000000000002,4.7398009950248765,981,4.880597014925373,4.93,4.48,4.17,3.93,3.72,3.52,3.32,3.09,2.81,4.32,4.13,4,3.89,3.79,3.69,3.59,3.48,3.32,"Logan Webb","17995",657277
"Framber Valdez","HOU",12.0752,9.0159,19.0239,3.42656,29.16,29.16,0,0,,184.592,766.58,172.82,77.8871,70.2796,15.6083,59.1041,0.3519,8.5964,176.822,8.62116,2.88168,2.99171,0.761,0.230664,0.077101,0.15356283634901047,0.247282,1.25641,0.310421,0.733257,0.568853,,3.45016,3.49986,3.60123,61.869998931884766,,,,,,,872.4000000000001,4.715675675675676,867,4.686486486486486,4.95,4.48,4.17,3.92,3.7,3.49,3.28,3.05,2.76,4.31,4.12,3.99,3.88,3.78,3.68,3.58,3.46,3.31,"Framber Valdez","17295",664285
"Logan Gilbert","SEA",12.1669,10.8091,20.2376,3.4313,32,32,0,0,,198.742,807.893,176.27,82.1349,75.7714,25.174,43.0462,1.1157,6.1036,207.939,9.41648,1.94934,4.8306,1.14,0.257384,0.0532821,0.2041020356118679,0.232319,1.10352,0.287457,0.745257,0.406066,,3.46251,3.49802,3.48963,25.780000686645508,,,,,,,976.5000000000001,4.907035175879398,939,4.71859296482412,4.83,4.38,4.08,3.84,3.63,3.43,3.22,3,2.72,4.24,4.04,3.91,3.8,3.7,3.6,3.5,3.38,3.23,"Logan Gilbert","22250",669302
"Blake Snell","LAD",12.0336,8.1855,16.3846,3.50878,29.16,29.16,0,0,,169.982,712.116,134.386,71.7247,66.27,20.6623,73.1379,0.4123,5.0624,220.71,11.6859,3.87241,3.01773,1.094,0.309936,0.102705,0.20723110437393188,0.211993,1.22085,0.289709,0.760367,0.397857,,3.52999,3.41402,3.40939,44.81999969482422,,,,,,,859.3000000000001,5.054705882352941,785,4.617647058823529,5.02,4.51,4.18,3.92,3.69,3.47,3.25,3.02,2.71,4.36,4.15,4,3.88,3.77,3.67,3.56,3.43,3.26,"Blake Snell","13543",605483
"Roki Sasaki","LAD",10.2002,6.4515,13.6872,3.30515,24.3,24.3,0,0,,138.51,566.735,110.497,54.9771,50.8663,16.4673,43.4771,0.3837,6.535,178.915,11.6254,2.82502,4.11515,1.07,0.315694,0.076715,0.23897890001535416,0.213842,1.11165,0.292617,0.756165,0.395873,,3.21183,3.37342,3.2226,97.0199966430664,,,,,,,753.8000000000002,5.423021582733814,695,5,4.89,4.33,3.97,3.69,3.44,3.21,2.98,2.73,2.42,4.2,3.96,3.8,3.66,3.54,3.42,3.3,3.17,2.99,"Roki Sasaki","sa3025686",808963
"Max Fried","NYY",11.7994,8.7831,17.6338,3.4163,29.16,29.16,0,0,,175.84,734.811,167.281,73.7055,66.7471,17.9162,48.9098,0.5291,6.5832,167.02,8.54853,2.50334,3.41485,0.917,0.227296,0.0665611,0.16073507815599442,0.246249,1.22947,0.302125,0.745575,0.509048,,3.53812,3.2854,3.3945,97.44000244140625,,,,,,,812.8,4.618181818181818,812,4.613636363636363,4.96,4.47,4.15,3.89,3.67,3.46,3.24,3.01,2.71,4.32,4.12,3.97,3.86,3.75,3.65,3.54,3.42,3.25,"Max Fried","13743",608331
"Sandy Alcantara","MIA",10.26,11.1849,18.4779,3.81159,29.16,29.16,0,0,,188.83,790.414,186.714,87.2236,79.9713,21.0231,47.5695,0.7825,7.5832,170.073,8.10603,2.26726,3.57526,1.002,0.21517,0.060183,0.1549868881702423,0.253943,1.24072,0.304488,0.717887,0.480345,,3.6887,3.28076,3.35661,163.39999389648438,,,,,,,826.1000000000001,4.370899470899472,844,4.465608465608466,5.39,4.89,4.56,4.29,4.06,3.83,3.61,3.36,3.05,4.78,4.55,4.39,4.25,4.13,4.01,3.89,3.75,3.57,"Sandy Alcantara","18684",645261
"Aaron Nola","PHI",11.7425,10.146,17.4892,3.84717,30.78,30.78,0,0,,187.668,780.972,178.55,86.7779,80.221,26.482,44.827,0.7771,5.9401,185.177,8.88056,2.14977,4.13093,1.27,0.237111,0.057399,0.1797119565308094,0.244521,1.19028,0.293259,0.733213,0.427599,,3.83902,3.19157,3.24039,88,,,,,,,823.0000000000001,4.377659574468086,819,4.3563829787234045,5.35,4.87,4.55,4.29,4.07,3.85,3.63,3.4,3.09,4.69,4.49,4.36,4.24,4.14,4.04,3.94,3.82,3.66,"Aaron Nola","16149",605400
"Cristopher Sánchez","PHI",11.3678,8.8758,16.4299,3.48425,29.16,29.16,0,0,,169.778,706.819,163.919,72.7343,65.7276,16.5816,47.6276,0.3951,5.7853,148.799,7.88789,2.52476,3.12421,0.879,0.210519,0.067383,0.14313580840826035,0.250869,1.24602,0.301906,0.737061,0.53729,,3.6271,3.17659,3.53401,170.7100067138672,,,,,,,758.5000000000001,4.461764705882354,765,4.5,5.08,4.58,4.25,3.98,3.75,3.53,3.31,3.07,2.76,4.42,4.21,4.06,3.94,3.83,3.72,3.61,3.49,3.32,"Cristopher Sanchez","20778",650911
"Joe Ryan","MIN",10.0329,9.0867,14.5617,3.76548,27.54,27.54,0,0,,159.709,655.619,140.994,71.2459,66.82,23.8321,36.9264,0.2668,6.6998,177.288,9.99063,2.0809,4.80112,1.343,0.270413,0.056323,0.2140900269150734,0.230385,1.11403,0.285154,0.737949,0.328033,,3.70571,3.10307,2.72472,91.75,,,,,,,744.1999999999999,4.651249999999999,710,4.4375,5.3,4.77,4.42,4.15,3.9,3.67,3.44,3.19,2.87,4.61,4.38,4.23,4.1,3.99,3.88,3.76,3.63,3.46,"Joe Ryan","21390",657746
"Yoshinobu Yamamoto","LAD",11.118,7.8749,14.953,3.57636,27.54,27.54,0,0,,158.592,654.529,144.304,68.5988,63.0204,19.0135,43.2814,0.3842,5.2788,166.685,9.45925,2.45619,3.85119,1.079,0.254664,0.066126,0.18853801488876343,0.238138,1.18282,0.298119,0.739201,0.456308,,3.54156,3.09352,3.00226,57.45000076293945,,,,,,,758.5000000000001,4.770440251572328,738,4.6415094339622645,5.17,4.64,4.29,4.02,3.78,3.55,3.32,3.08,2.76,4.48,4.26,4.11,3.98,3.87,3.76,3.64,3.51,3.34,"Yoshinobu Yamamoto","33825",808967
"Michael King","SDP",11.6145,9.7935,16.8404,3.64752,30.78,30.78,0,0,,179.519,753.333,156.895,78.9817,72.7556,21.7817,64.1712,0.849,7.5469,191.326,9.59193,3.21715,2.9815,1.092,0.253973,0.085183,0.16879002004861832,0.230181,1.23143,0.288391,0.745569,0.420677,,3.81078,3.07502,3.22238,63.470001220703125,,,,,,,819.2,4.551111111111111,780,4.333333333333333,5.18,4.68,4.35,4.09,3.86,3.64,3.42,3.18,2.87,4.55,4.33,4.18,4.05,3.93,3.82,3.71,3.58,3.4,"Michael King","19853",650633
"Freddy Peralta","MIL",11.1723,10.1665,16.1877,3.76528,30.78,30.78,0,0,,177.958,744.282,150.659,79.9655,74.4512,24.0638,63.0414,0.4406,8.2764,205.484,10.3921,3.18824,3.2595,1.217,0.276083,0.084701,0.19138190895318985,0.223874,1.20085,0.285499,0.742926,0.370334,,3.81729,3.06764,3.14255,99.2699966430664,,,,,,,826.4,4.642696629213483,775,4.353932584269663,5.27,4.77,4.44,4.18,3.94,3.72,3.5,3.26,2.95,4.61,4.4,4.25,4.13,4.02,3.92,3.8,3.68,3.51,"Freddy Peralta","18679",642547
"Hunter Brown","HOU",10.9265,9.207,15.3682,3.70151,29.16,29.16,0,0,,167.533,703.033,152.572,75.2993,68.9027,18.3541,57.8048,0.3121,6.4911,174.679,9.3839,3.10532,3.02188,0.986,0.248465,0.082222,0.16624296456575394,0.238866,1.25574,0.301137,0.73141,0.489714,,3.65673,3.00927,2.80858,97.11000061035156,,,,,,,782,4.654761904761905,764,4.5476190476190474,5.3,4.79,4.45,4.18,3.94,3.71,3.49,3.24,2.92,4.62,4.41,4.26,4.13,4.02,3.91,3.8,3.67,3.5,"Hunter Brown","25880",686613
"Shota Imanaga","CHC",11.3759,9.464,17.5208,3.64969,29.16,29.16,0,0,,179.749,740.319,166.744,78.4606,72.8922,25.9039,38.0887,0.4042,5.8174,182.246,9.12499,1.90709,4.78477,1.297,0.246172,0.051449,0.1947229579091072,0.239433,1.13955,0.288451,0.749684,0.368289,,3.74494,3.00714,3.29587,76.3499984741211,,,,,,,810,4.5,794,4.411111111111111,5.14,4.64,4.32,4.06,3.83,3.61,3.39,3.15,2.85,4.5,4.29,4.14,4.02,3.9,3.8,3.68,3.55,3.38,"Shota Imanaga","33829",684007
"Yusei Kikuchi","LAA",11.093,10.1397,15.8787,3.76779,30.78,30.78,0,0,,176.11,728.328,156.721,79.5166,73.7271,24.9097,54.6704,0.2527,6.0255,195.774,10.005,2.79391,3.58099,1.273,0.2688,0.0750629,0.19373690336942673,0.234741,1.20034,0.294913,0.74709,0.420895,,3.81588,2.99226,3.0492,160.08999633789062,,,,,,,795.7,4.521022727272728,764,4.340909090909091,5.29,4.79,4.46,4.19,3.96,3.74,3.52,3.28,2.97,4.62,4.41,4.27,4.15,4.04,3.94,3.82,3.7,3.53,"Yusei Kikuchi","20633",579328
"Shane McClanahan","TBR",10.4047,8.39,14.6677,3.43814,33.92,25.92,0,0.6853,,159.051,653.543,140.357,66.2238,60.7598,18.6973,46.3918,0.575,4.6042,174.646,9.88247,2.62512,3.76458,1.058,0.267229,0.0709851,0.1962440088391304,0.232939,1.17415,0.297308,0.750595,0.451729,,3.46048,2.93473,2.91914,119.4000015258789,,,,,,,779.9000000000001,4.905031446540881,749,4.710691823899371,5.16394,4.54396,4.14725,3.83562,3.58103,3.34147,3.09544,2.84192,2.53141,4.39328,4.14429,3.97529,3.8358,3.7163,3.5968,3.46781,3.32831,3.14932,"Shane McClanahan","21483",663556
"Spencer Strider","ATL",8.9642,5.4217,12.0064,3.19763,21.06,21.06,0,0,,119.396,484.956,92.3423,45.8034,42.4205,13.1999,38.8227,0.4641,4.7531,157.922,11.904,2.92643,4.06777,0.995,0.325642,0.0800541,0.24558783322572708,0.209213,1.09857,0.29284,0.757523,0.377358,,3.05326,2.90629,2.97941,110.69000244140625,,,,,,,665.5,5.592436974789916,610,5.126050420168068,4.82,4.24,3.86,3.56,3.31,3.07,2.83,2.58,2.26,4.07,3.83,3.67,3.54,3.42,3.31,3.19,3.05,2.88,"Spencer Strider","27498",675911
"George Kirby","SEA",9.8814,9.2002,15.19,3.51655,27.54,27.54,0,0,,158.935,648.451,149.063,67.4137,62.1005,20.5203,24.1438,0.3839,6.323,150.708,8.53414,1.36719,6.24212,1.162,0.232413,0.037233,0.1951800435781479,0.241208,1.08979,0.287725,0.732242,0.412638,,3.52353,2.86447,2.61346,45.18000030517578,,,,,,,742.9000000000002,4.672327044025159,734,4.616352201257862,5.06,4.55,4.21,3.94,3.71,3.48,3.26,3.02,2.71,4.36,4.16,4.02,3.9,3.8,3.69,3.59,3.46,3.3,"George Kirby","25436",669923
"Nathan Eovaldi","TEX",10.9947,9.6397,16.4379,3.79545,29.16,29.16,0,0,,175.964,735.329,168.316,80.6382,74.2071,21.8391,46.8699,0.5199,6.818,170.901,8.74102,2.39724,3.64628,1.117,0.232414,0.06374,0.1686740219593048,0.246928,1.2229,0.299604,0.728817,0.455994,,3.7528,2.86286,2.70175,202.39999389648438,,,,,,,775.0000000000002,4.403409090909093,774,4.3977272727272725,5.36,4.86,4.52,4.26,4.02,3.8,3.58,3.33,3.02,4.68,4.48,4.33,4.21,4.1,4,3.88,3.76,3.59,"Nathan Eovaldi","9132",543135
"Kevin Gausman","TOR",11.7954,10.8716,17.6284,3.91829,32,32,0,0,,193.238,812.948,182.905,90.6858,84.1291,25.5288,54.5195,0.4252,4.9769,192.469,8.96418,2.53923,3.53027,1.189,0.236754,0.0670639,0.1696900725364685,0.242757,1.22867,0.293912,0.727567,0.392904,,3.81556,2.83415,2.56093,170.44000244140625,,,,,,,836.6000000000001,4.334715025906736,831,4.305699481865285,5.42,4.94,4.62,4.36,4.13,3.91,3.7,3.46,3.15,4.77,4.57,4.43,4.31,4.2,4.1,3.99,3.87,3.7,"Kevin Gausman","14107",592332
"Hunter Greene","CIN",10.2718,10.1688,14.5978,4.17116,29.16,29.16,0,0,,172.061,730.618,149.334,84.8526,79.7436,27.2429,62.6658,0.3156,11.684,205.022,10.7241,3.27787,3.27167,1.425,0.280614,0.0857709,0.19484300911426544,0.22755,1.23212,0.287948,0.73132,0.340265,,4.13802,2.8322,2.71062,95.04000091552734,,,,,,,738.2999999999998,4.292441860465115,694,4.034883720930233,5.75,5.22,4.86,4.58,4.33,4.1,3.86,3.6,3.27,5.07,4.83,4.67,4.54,4.41,4.29,4.17,4.03,3.84,"Hunter Greene","22182",668881
"Ranger Suárez","PHI",10.9656,9.0371,14.1795,3.59626,39.54,27.54,0,0.5848,,167.063,702.172,159.141,73.4411,66.7557,17.5231,52.9417,1.1097,5.5886,150.906,8.12962,2.85207,2.85043,0.944,0.214914,0.0753971,0.13951680809259415,0.247251,1.26948,0.298011,0.739223,0.5002,,3.7745,2.82317,3.19769,260.9800109863281,,,,,,,729.9999999999999,4.37125748502994,730,4.37125748502994,5.38266,4.75713,4.36044,4.06027,3.79088,3.54579,3.30502,3.04712,2.72352,4.51756,4.309,4.16044,4.04044,3.93116,3.82259,3.71331,3.59331,3.42475,"Ranger Suarez","17277",624133
"Tanner Houck","BOS",11.0078,10.4798,14.9998,3.98426,40.16,29.16,0,0.6427,,182.684,778.91,184.822,88.3485,80.8736,18.309,55.75,1.1644,11.1345,162.455,8.0034,2.74654,2.91399,0.902,0.208567,0.0715744,0.13699273020029068,0.259573,1.31688,0.31343,0.708216,0.519819,,3.7892,2.81502,2.97457,223.1300048828125,,,,,,,778.8,4.255737704918032,808,4.415300546448087,5.79298,5.17122,4.77534,4.46659,4.19641,3.94173,3.7001,3.43215,3.09665,4.96167,4.7329,4.57351,4.44412,4.32473,4.21473,4.08596,3.95657,3.76779,"Tanner Houck","19879",656557
"Justin Steele","CHC",11.0623,9.2023,16.1729,3.568,29.16,29.16,0,0,,169.848,703.015,157.874,73.4421,67.3355,18.872,47.5449,0.5589,6.5929,165.605,8.77515,2.51933,3.48313,1,0.235564,0.06763,0.16793395578861237,0.243303,1.20942,0.299314,0.737308,0.45614,,3.61712,2.80912,3.18673,120.83999633789062,,,,,,,780.5,4.591176470588235,770,4.529411764705882,5.13,4.62,4.28,4.02,3.78,3.56,3.34,3.1,2.79,4.47,4.25,4.1,3.98,3.87,3.76,3.64,3.52,3.35,"Justin Steele","17312",657006
"Luis Castillo","SEA",11.0274,10.7006,17.6641,3.63512,30.78,30.78,0,0,,184.327,767.07,166.02,80.7581,74.45,23.7577,52.2214,1.11,6.8768,187.226,9.14157,2.54978,3.58524,1.16,0.24408,0.0680791,0.17600087821483612,0.234501,1.18399,0.28625,0.743231,0.412052,,3.77242,2.79568,2.61921,97.3499984741211,,,,,,,831.8000000000001,4.520652173913044,805,4.375,5.13,4.64,4.32,4.07,3.85,3.63,3.42,3.18,2.89,4.48,4.28,4.14,4.03,3.92,3.82,3.72,3.6,3.44,"Luis Castillo","15689",622491
"Carlos Rodón","NYY",11.3135,10.0622,15.6162,3.96991,30.78,30.78,0,0,,178.703,749.594,157.376,83.9893,78.8262,27.421,54.9543,0.4273,7.8775,202.523,10.1996,2.76765,3.6853,1.381,0.270177,0.0733121,0.19686497747898102,0.229156,1.18817,0.284478,0.737842,0.326173,,3.94947,2.7382,2.51538,132.39999389648438,,,,,,,801.3,4.476536312849162,761,4.251396648044692,5.48,4.97,4.63,4.37,4.13,3.9,3.68,3.43,3.11,4.81,4.6,4.44,4.32,4.21,4.1,3.98,3.85,3.68,"Carlos Rodon","16137",607074
"Spencer Schwellenbach","ATL",11.5749,8.7863,15.788,3.79367,29.16,29.16,0,0,,171.934,716.39,164.695,78.5903,72.4733,21.2051,42.7312,0.6483,7.5952,166.046,8.69182,2.2368,3.88583,1.11,0.231782,0.059648,0.17213401570916176,0.247266,1.20643,0.299678,0.724859,0.44081,,3.71642,2.72729,2.94221,84.23999786376953,,,,,,,764.5,4.444767441860465,766,4.453488372093023,5.42,4.88,4.53,4.25,4,3.77,3.53,3.28,2.95,4.8,4.54,4.36,4.21,4.08,3.95,3.82,3.67,3.47,"Spencer Schwellenbach","31846",680885
"Reynaldo López","ATL",11.93,9.4211,15.855,3.90685,30.78,30.78,0,0,,178.861,753.097,163.639,83.6554,77.6423,22.1588,60.9248,0.4074,5.7883,189.334,9.527,3.06565,3.10766,1.115,0.251407,0.080899,0.17050793021917343,0.238408,1.25553,0.297922,0.728054,0.39992,,3.77889,2.69607,2.87052,165.08999633789062,,,,,,,804.6,4.4949720670391065,786,4.391061452513966,5.49,4.97,4.62,4.34,4.1,3.87,3.64,3.39,3.06,4.87,4.62,4.45,4.31,4.18,4.06,3.93,3.78,3.59,"Reynaldo Lopez","16400",625643
"MacKenzie Gore","WSN",10.6516,10.5023,15.6817,3.74319,30.78,30.78,0,0,,174.386,733.022,151.702,78.4429,72.5289,21.5851,65.0609,0.3181,7.493,187.802,9.69238,3.35777,2.88655,1.114,0.256202,0.0887571,0.16744507104158401,0.229689,1.24301,0.288456,0.741489,0.406919,,3.86989,2.68351,3.18537,206.55999755859375,,,,,,,781.8,4.493103448275861,744,4.275862068965517,5.3,4.79,4.45,4.18,3.94,3.72,3.5,3.25,2.94,4.64,4.42,4.27,4.14,4.02,3.91,3.8,3.66,3.49,"MacKenzie Gore","22201",669022
"Seth Lugo","KCR",10.9568,11.1351,16.9109,4.14637,30.78,30.78,0,0,,190.341,810.653,194.04,94.7906,87.6917,23.412,53.5834,0.6696,7.7555,165.561,7.82831,2.53361,3.08979,1.107,0.204232,0.0660991,0.1381329521536827,0.258957,1.30095,0.304508,0.711358,0.434609,,3.99263,2.66738,2.68532,189.35000610351562,,,,,,,764.6999999999999,4.024736842105263,797,4.1947368421052635,5.73,5.23,4.89,4.63,4.39,4.16,3.93,3.68,3.36,5.08,4.86,4.71,4.58,4.46,4.35,4.23,4.1,3.92,"Seth Lugo","12447",607625
"Zach Eflin","BAL",10.9457,9.6846,16.0416,3.91323,29.16,29.16,0,0,,175.851,730.884,179.823,82.8695,76.4605,24.7168,30.6445,0.8858,5.9516,148.213,7.58551,1.56838,4.83653,1.265,0.202786,0.041928,0.16085809096693993,0.259004,1.19685,0.297504,0.725549,0.43879,,3.93236,2.61753,2.30541,190.16000366210938,,,,,,,711.9000000000001,4.044886363636365,740,4.204545454545454,5.5,4.99,4.65,4.38,4.14,3.91,3.68,3.43,3.11,4.83,4.61,4.46,4.33,4.22,4.11,3.99,3.86,3.69,"Zach Eflin","13774",621107
"Brandon Woodruff","MIL",9.6308,8.7346,14.7242,3.771,25.92,25.92,0,0,,156.678,648.233,141.192,70.5639,65.648,21.7956,41.7293,0.2638,6.389,166.873,9.58562,2.39704,3.99893,1.252,0.257427,0.0643739,0.1930529624223709,0.235275,1.1675,0.290187,0.737217,0.384615,,3.76614,2.61602,2.72616,243.5500030517578,,,,,,,714.5999999999998,4.551592356687896,689,4.388535031847134,5.39,4.84,4.48,4.19,3.94,3.7,3.46,3.2,2.87,4.72,4.47,4.3,4.15,4.02,3.9,3.77,3.62,3.43,"Brandon Woodruff","16162",605540
"Kodai Senga","NYM",10.5404,8.5004,14.3615,3.78386,33.92,25.92,0,0.6719,,163.289,692.883,142.568,74.4315,68.6513,19.5947,65.93,0.5071,6.2734,176.839,9.74684,3.63387,2.68222,1.08,0.255222,0.0951532,0.1600686013698578,0.229697,1.27687,0.289864,0.740431,0.421483,,3.88706,2.59534,2.31455,153.1999969482422,,,,,,,730.4000000000001,4.480981595092025,697,4.276073619631902,5.56692,4.92461,4.52542,4.20288,3.93671,3.68642,3.43907,3.16467,2.8332,4.76983,4.5113,4.34179,4.20228,4.07326,3.94375,3.81473,3.67473,3.47619,"Kodai Senga","31838",673540
