Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Paul Skenes","PIT",12.6279,8.38937,12.6644,2.82979,29.225,29.225,0,0,,173.366,697.763,133.082,58.19,54.51,13.0424,50.0185,0.384599,7.4321,211.795,10.995,2.59663,4.23432,0.677074,0.303533,0.071684,0.23184944689273834,0.207838,1.05615,0.28892,0.757762,,,2.6953,5.48262,5.27067,11.449999809265137,,,,,,,1027.5,5.9393063583815024,949,5.485549132947977,,,,,,,,,,,,,,,,,,,"Paul Skenes","33677",694973
"Tarik Skubal","DET",13.5031,8.33852,14.3735,2.91012,29.476,29.476,0,0,,183.92,731.107,142.935,64.18,59.47,18.0014,41.4163,0.4146,6.47146,215.882,10.564,2.02668,5.21249,0.880886,0.295281,0.0566488,0.23863225430250168,0.209208,1.00234,0.278041,0.755085,,,2.87243,5.47918,5.34315,14.039999961853027,,,,,,,1059.4,5.757608695652174,977,5.309782608695652,,,,,,,,,,,,,,,,,,,"Tarik Skubal","22267",669373
"Logan Webb","SFG",13.4279,9.36832,16.3813,3.48993,30.367,30.367,0,0,,196.302,806.125,189.238,81.81,76.12,14.1574,39.9049,0.694069,6.82029,160.002,7.33574,1.82955,4.00959,0.649086,0.198483,0.0495021,0.1489809714257717,0.249193,1.1673,0.299159,0.703855,,,3.18797,4.63404,4.09397,99.83999633789062,,,,,,,965.8000000000001,4.927551020408163,977,4.98469387755102,,,,,,,,,,,,,,,,,,,"Logan Webb","17995",657277
"Zack Wheeler","PHI",13.7103,8.76188,15.7861,3.41977,30.062,30.062,0,0,,192.092,784.301,160.464,78.35,72.99,21.2032,51.9384,0.377085,8.18706,201.596,9.44526,2.43345,3.88143,0.993425,0.257039,0.0662226,0.1908159703016281,0.221581,1.10573,0.277756,0.733657,,,3.44149,4.60838,4.27039,21.450000762939453,,,,,,,970.5000000000002,5.054687500000001,911,4.744791666666667,,,,,,,,,,,,,,,,,,,"Zack Wheeler","10310",554430
"George Kirby","SEA",12.2964,9.34655,13.8562,3.43987,30.069,30.069,0,0,,180.713,723.451,160.049,73.92,69.07,21.3127,26.7179,0.466923,6.00671,164.029,8.1691,1.33062,6.1393,1.06143,0.226732,0.0369312,0.18980040028691292,0.231711,1.0335,0.274516,0.719095,,,3.42756,4.34295,3.96854,45.18000030517578,,,,,,,894.1000000000001,4.939779005524863,861,4.7569060773480665,,,,,,,,,,,,,,,,,,,"George Kirby","25436",669923
"Logan Gilbert","SEA",13.0609,9.67866,15.8197,3.52019,30.737,30.737,0,0,,194.103,782.395,166.163,81.45,75.92,24.7917,40.1156,0.575923,5.83049,202.975,9.41138,1.86004,5.05976,1.14952,0.259428,0.0512728,0.20815540477633476,0.225628,1.06273,0.277918,0.727567,,,3.44561,4.33541,4.06768,25.780000686645508,,,,,,,964.5000000000001,4.9716494845360835,913,4.706185567010309,,,,,,,,,,,,,,,,,,,"Logan Gilbert","22250",669302
"Garrett Crochet","BOS",10.9677,8.50602,9.36071,3.26017,29.375,29.375,0,0,,152.771,624.002,119.931,59.63,55.34,16.8027,48.6231,0.391489,5.31916,205.908,12.1304,2.86447,4.23477,0.989874,0.329979,0.0779214,0.2520579993724823,0.210383,1.10331,0.296901,0.751043,,,2.95993,4.25751,3.63242,25.15999984741211,,,,,,,861.1000000000001,5.6281045751634,794,5.189542483660131,,,,,,,,,,,,,,,,,,,"Garrett Crochet","27463",676979
"Chris Sale","ATL",11.7588,6.80135,11.729,3.33987,25.789,25.789,0,0,,154.434,634.44,128.885,61.81,57.31,15.7495,43.2225,0.330104,8.56764,191.978,11.188,2.51889,4.44162,0.91784,0.302594,0.068127,0.23446738719940186,0.221205,1.11444,0.301757,0.735031,,,3.0121,4.15399,3.4834,36.33000183105469,,,,,,,835.4000000000002,5.424675324675326,790,5.12987012987013,,,,,,,,,,,,,,,,,,,"Chris Sale","10603",519242
"Cole Ragans","KCR",12.2906,9.09164,13.6902,3.5,29.755,29.755,0,0,,178.457,742.794,145.001,74.27,69.4,18.4963,67.8162,0.464639,6.05986,209.143,10.5476,3.42013,3.08397,0.932809,0.281563,0.0912988,0.19026383012533188,0.216769,1.19254,0.286677,0.741201,,,3.41188,4.14766,3.76473,48.18000030517578,,,,,,,914.8,5.139325842696629,852,4.786516853932584,,,,,,,,,,,,,,,,,,,"Cole Ragans","21846",666142
"Justin Steele","CHC",11.7887,8.61278,12.3785,3.39992,28.842,28.842,0,0,,168.145,687.915,149.756,68.77,63.52,15.9268,41.5327,0.338913,5.94454,156.821,8.39386,2.22305,3.77583,0.852484,0.227965,0.0603749,0.16759037598967552,0.233834,1.13764,0.28615,0.725001,,,3.37962,3.92926,3.64575,120.83999633789062,,,,,,,826.4000000000001,4.919047619047619,802,4.773809523809524,,,,,,,,,,,,,,,,,,,"Justin Steele","17312",657006
"Dylan Cease","SDP",12.1779,9.69736,13.8854,3.62998,30.665,30.665,0,0,,182.059,756.314,144.608,78.48,73.43,21.5499,69.1539,0.668572,6.92485,217.517,10.7529,3.41859,3.14541,1.06531,0.287602,0.0914355,0.1961667314171791,0.212586,1.17414,0.278938,0.736862,,,3.56937,3.87913,3.59052,47.04999923706055,,,,,,,907.1999999999998,4.984615384615384,832,4.571428571428571,,,,,,,,,,,,,,,,,,,"Dylan Cease","18525",656302
"Pablo López","MIN",11.738,10.2247,14.8617,3.81999,30.32,30.32,0,0,,185.867,771.207,171.129,84.74,78.89,22.7211,46.7856,0.460436,7.62942,193.968,9.39227,2.26544,4.1459,1.1002,0.251512,0.0606654,0.19084706157445908,0.238743,1.17242,0.296755,0.715589,,,3.54677,3.849,3.09736,68.30999755859375,,,,,,,871.9,4.68763440860215,854,4.591397849462366,,,,,,,,,,,,,,,,,,,"Pablo Lopez","17085",641154
"Yoshinobu Yamamoto","LAD",11.7339,6.68134,11.6714,3.4898,25.69,25.69,0,0,,153.241,631.186,137.415,64,59.42,14.9815,39.7088,0.316372,5.40726,157.866,9.27165,2.33214,3.9756,0.879878,0.25011,0.0629114,0.18719901889562607,0.234468,1.15585,0.296289,0.724457,,,3.26029,3.66843,3.19191,57.45000076293945,,,,,,,772.5,5.049019607843137,751,4.908496732026144,,,,,,,,,,,,,,,,,,,"Yoshinobu Yamamoto","33825",808967
"Michael King","SDP",12.1754,10.1471,12.0334,3.68251,30.115,29.27,0,0,,169.759,707.539,146.364,74.48,69.46,19.0976,55.9457,0.595674,7.80154,184.098,9.76022,2.96604,3.29066,1.01248,0.260195,0.0790708,0.1811244860291481,0.227346,1.19174,0.28885,0.728071,,,3.58657,3.586,3.21599,63.470001220703125,,,,,,,820.6999999999999,4.827647058823529,779,4.58235294117647,,,,,,,,,,,,,,,,,,,"Michael King","19853",650633
"Spencer Schwellenbach","ATL",11.9009,7.94614,12.38,3.68024,28.043,28.043,0,0,,164.435,677.576,150.862,72.32,67.24,18.4948,38.86,0.462029,6.4133,159.143,8.71034,2.12692,4.09528,1.01227,0.234871,0.0573516,0.1775192767381668,0.238592,1.15378,0.291132,0.716612,,,3.519,3.57493,3.04802,84.23999786376953,,,,,,,782.6,4.771951219512196,769,4.689024390243903,,,,,,,,,,,,,,,,,,,"Spencer Schwellenbach","31846",680885
"Sonny Gray","STL",10.2514,9.33321,12.8997,3.7901,27.261,27.261,0,0,,164.513,683.787,145.018,74.08,69.28,18.0857,50.0515,0.3381,6.54066,175.881,9.62193,2.73816,3.51401,0.989411,0.257217,0.0731974,0.18401922285556793,0.231216,1.18574,0.292991,0.712752,,,3.48942,3.55946,2.89838,111.93000030517578,,,,,,,803.5999999999999,4.87030303030303,772,4.678787878787879,,,,,,,,,,,,,,,,,,,"Sonny Gray","12768",543243
"Joe Ryan","MIN",10.3201,9.01811,12.3052,3.72998,27.166,27.166,0,0,,160.939,652.854,135.476,71.29,66.7,24.2436,35.3837,0.33018,6.28951,177.847,9.94553,1.97872,5.02625,1.35575,0.272415,0.0541984,0.2182164005935192,0.221663,1.06164,0.271903,0.727219,,,3.69147,3.53287,2.95824,91.75,,,,,,,778.2,4.833540372670808,726,4.509316770186335,,,,,,,,,,,,,,,,,,,"Joe Ryan","21390",657746
"Framber Valdez","HOU",12.7456,8.79185,15.5107,3.51979,28.687,28.687,0,0,,185.534,771.266,165.149,78.53,72.56,16.9642,59.0868,0.40873,9.16675,175.059,8.49189,2.86622,2.96275,0.822908,0.226977,0.0766102,0.15036649256944656,0.234917,1.2086,0.289997,0.726764,,,3.57167,3.43989,3.75228,61.869998931884766,,,,,,,884.3000000000002,4.754301075268819,855,4.596774193548387,,,,,,,,,,,,,,,,,,,"Framber Valdez","17295",664285
"Tanner Bibee","CLE",10.6236,9.86312,12.9929,3.79021,28.862,28.862,0,0,,170.278,703.913,147.157,77.03,71.71,21.5924,48.6741,0.343686,6.52094,173.723,9.18211,2.57266,3.56911,1.14126,0.246797,0.0691479,0.1776488646864891,0.226843,1.15007,0.276939,0.717391,,,3.74694,3.41669,2.90396,90.88999938964844,,,,,,,785.2,4.618823529411765,744,4.376470588235295,,,,,,,,,,,,,,,,,,,"Tanner Bibee","30134",676440
"Max Fried","NYY",12.1068,7.78573,13.0257,3.3299,27.273,27.273,0,0,,167.005,688.554,143.195,66.28,61.79,15.4511,52.4223,0.388012,6.41743,158.46,8.53951,2.82507,3.02276,0.832667,0.230135,0.076134,0.15400083363056183,0.227396,1.17132,0.28026,0.743378,,,3.52852,3.40675,3.92074,97.44000244140625,,,,,,,821.5,4.919161676646707,782,4.682634730538922,,,,,,,,,,,,,,,,,,,"Max Fried","13743",608331
"Corbin Burnes","ARI",12.2181,9.70983,15.3762,3.93992,29.96,29.96,0,0,,187.222,782.196,169.255,87.67,81.96,21.4891,57.9599,0.43751,7.27073,175.058,8.41528,2.78621,3.02034,1.03301,0.223804,0.0740989,0.14970476925373077,0.236071,1.21361,0.283936,0.707882,,,3.83378,3.34243,2.84335,36.599998474121094,,,,,,,841.1,4.497860962566845,817,4.3689839572192515,,,,,,,,,,,,,,,,,,,"Corbin Burnes","19361",669203
"Blake Snell","LAD",11.6624,7.55109,11.0843,3.64987,27.908,27.908,0,0,,156.507,656.875,121.933,68.42,63.47,18.0736,71.3206,0.330083,4.43307,205.632,11.825,4.10132,2.88321,1.03933,0.313046,0.108576,0.2044707089662552,0.209824,1.23479,0.290586,0.743276,,,3.49204,3.33847,3.01771,44.81999969482422,,,,,,,810.1999999999998,5.160509554140126,738,4.7006369426751595,,,,,,,,,,,,,,,,,,,"Blake Snell","13543",605483
"Tyler Glasnow","LAD",10.322,5.62543,10.1704,3.40012,22.113,22.113,0,0,,132.904,538.065,105.076,53.74,50.21,16.2004,39.3297,0.264462,3.20898,165.148,11.1835,2.66333,4.19907,1.09706,0.306929,0.0730946,0.23383454233407974,0.21205,1.08654,0.282884,0.74484,,,3.22611,3.25656,2.9584,97.51000213623047,,,,,,,718.4000000000001,5.401503759398497,661,4.969924812030075,,,,,,,,,,,,,,,,,,,"Tyler Glasnow","14374",607192
"Luis Castillo","SEA",11.4802,10.0691,14.4352,3.85977,29.884,29.884,0,0,,181.783,753.254,160.375,83.67,77.96,23.3475,53.891,0.538678,6.47582,176.262,8.72668,2.66812,3.27072,1.15592,0.234001,0.0715443,0.16245702654123306,0.231459,1.17869,0.27779,0.719222,,,3.89313,3.25302,2.942,97.3499984741211,,,,,,,819.9000000000001,4.504945054945056,783,4.302197802197802,,,,,,,,,,,,,,,,,,,"Luis Castillo","15689",622491
"Zac Gallen","ARI",11.0873,9.45036,13.2921,3.99023,28.909,28.909,0,0,,171.396,718.235,159.327,81.2,75.99,20.1554,49.7123,0.40795,6.51871,169.495,8.90019,2.61039,3.40952,1.05836,0.235988,0.0692146,0.166773721575737,0.240674,1.21963,0.294635,0.706991,,,3.70163,3.1641,2.54395,121.04000091552734,,,,,,,773.0000000000001,4.5204678362573105,762,4.456140350877193,,,,,,,,,,,,,,,,,,,"Zac Gallen","19291",668678
"Freddy Peralta","MIL",10.943,9.5568,12.1622,3.71023,29.42,29.42,0,0,,167.545,689.887,132.391,73.81,69.07,23.1104,57.9132,0.364914,7.83726,188.816,10.1426,3.11092,3.26034,1.24142,0.273692,0.0839458,0.18974579125642776,0.212118,1.13584,0.265108,0.73754,,,3.88303,3.13111,3.09559,99.2699966430664,,,,,,,797.1000000000001,4.744642857142858,721,4.291666666666667,,,,,,,,,,,,,,,,,,,"Freddy Peralta","18679",642547
"Sandy Alcantara","MIA",10.0034,9.58196,14.3412,3.69996,26.312,26.312,0,0,,170.199,706.483,160,75.76,69.97,17.8924,43.8969,0.480322,6.7168,138.741,7.33653,2.32124,3.16061,0.946136,0.196383,0.0621344,0.13424845039844513,0.243951,1.19799,0.28465,0.716459,,,3.79492,3.12871,3.01381,163.39999389648438,,,,,,,745.5999999999999,4.385882352941176,741,4.358823529411764,,,,,,,,,,,,,,,,,,,"Sandy Alcantara","18684",645261
"Cristopher Sánchez","PHI",12.2634,9.84899,12.8474,3.82876,28.802,28.726,0,0,,169.128,707.737,165.978,77.74,71.95,16.3685,44.7502,0.370473,5.95352,141.133,7.51025,2.38134,3.15379,0.871037,0.199414,0.0632299,0.13618389517068863,0.252618,1.24597,0.2995,0.708091,,,3.65508,3.08362,2.73149,170.7100067138672,,,,,,,751.2000000000002,4.444970414201184,766,4.5325443786982245,,,,,,,,,,,,,,,,,,,"Cristopher Sanchez","20778",650911
"Spencer Strider","ATL",9.20419,5.64986,7.96084,3.34004,19.483,19.479,0,0,,111.394,456.497,89.4933,44.47,41.34,12.5512,34.0428,0.326691,4.18436,147.466,11.9144,2.75046,4.33178,1.01407,0.323038,0.0745739,0.24846376478672028,0.213961,1.109,0.297933,0.746157,,,3.01311,3.06369,2.58775,110.69000244140625,,,,,,,610.1000000000001,5.496396396396397,566,5.099099099099099,,,,,,,,,,,,,,,,,,,"Spencer Strider","27498",675911
"Aaron Nola","PHI",11.8247,10.0965,15.4955,4.13018,30.067,30.067,0,0,,187.488,780.577,175.714,92.58,86.04,27.256,48.8709,0.372253,6.17868,181.735,8.72384,2.34595,3.71868,1.30837,0.232822,0.0626087,0.17021288722753525,0.242188,1.19786,0.287411,0.70808,,,3.99857,3.05408,2.32138,88,,,,,,,793.0999999999998,4.241176470588234,783,4.18716577540107,,,,,,,,,,,,,,,,,,,"Aaron Nola","16149",605400
"Jacob deGrom","TEX",8.10828,5.69036,7.29615,3.22005,20.276,20.276,0,0,,110.458,437.201,80.4345,42.04,39.52,13.8083,27.8916,0.247435,3.51894,141.734,11.5483,2.27258,5.08159,1.12509,0.324184,0.0637958,0.260388545691967,0.198217,0.9807,0.26624,0.744834,,,3.07841,3.05233,2.74288,46.689998626708984,,,,,,,621.8,5.652727272727272,556,5.054545454545455,,,,,,,,,,,,,,,,,,,"Jacob deGrom","10954",594798
"Bailey Ober","MIN",10.5917,9.95401,13.1787,3.9401,28.958,28.958,0,0,,171.087,703.299,148.652,80.05,74.9,26.7947,43.1524,0.348029,5.78404,177.703,9.34802,2.27002,4.11803,1.40953,0.25267,0.061357,0.1913130097091198,0.22717,1.12109,0.270874,0.724304,,,3.98323,3.03034,2.64955,81.06999969482422,,,,,,,754.9000000000002,4.414619883040936,713,4.169590643274854,,,,,,,,,,,,,,,,,,,"Bailey Ober","21224",641927
"Hunter Brown","HOU",10.9645,9.40646,12.7437,3.84002,28.866,28.866,0,0,,168.632,703.948,147.4,76.76,71.95,19.4597,57.6098,0.34308,6.82479,168.97,9.01803,3.07467,2.93301,1.03858,0.240032,0.0818381,0.15819358080625534,0.230487,1.21572,0.283628,0.721451,,,3.80894,2.99796,2.83825,97.11000061035156,,,,,,,777.7,4.601775147928994,741,4.384615384615385,,,,,,,,,,,,,,,,,,,"Hunter Brown","25880",686613
"Gerrit Cole","NYY",11.3248,9.20621,13.91,3.96989,28.428,28.428,0,0,,173.544,718.724,153.498,81.89,76.55,25.5145,48.8284,0.450899,5.83792,177.543,9.20739,2.53224,3.63606,1.32318,0.247025,0.0679376,0.17908765375614166,0.231151,1.16585,0.27762,0.722881,,,3.97666,2.95499,2.63323,60.959999084472656,,,,,,,761.0000000000002,4.373563218390806,723,4.155172413793103,,,,,,,,,,,,,,,,,,,"Gerrit Cole","13125",543037
"Zach Eflin","BAL",11.4481,8.98188,13.3707,3.93996,28.612,28.612,0,0,,171.093,704.008,166.762,80.69,74.9,23.6353,29.944,0.496936,5.27838,135.81,7.144,1.57514,4.53546,1.24329,0.192909,0.0425336,0.15037572011351585,0.24935,1.1497,0.281004,0.709072,,,3.99238,2.88576,2.54395,190.16000366210938,,,,,,,703,4.111111111111111,710,4.152046783625731,,,,,,,,,,,,,,,,,,,"Zach Eflin","13774",621107
"Jack Flaherty","DET",9.58573,9.74241,11.7466,3.97978,27.706,27.706,0,0,,158.481,666.441,140.396,75.23,70.08,20.712,52.4819,0.479584,7.8507,177.913,10.1035,2.9804,3.38999,1.17622,0.26696,0.0787495,0.18821082264184952,0.231635,1.21704,0.293715,0.717886,,,3.76231,2.85531,2.33379,137.39999389648438,,,,,,,722.9000000000001,4.575316455696203,693,4.386075949367089,,,,,,,,,,,,,,,,,,,"Jack Flaherty","17479",656427
"Bryce Miller","SEA",10.835,9.8357,12.7332,3.82991,29.414,29.414,0,0,,170.393,698.468,148.999,77.62,72.51,23.8887,41.9164,0.444875,6.06227,157.806,8.33516,2.21398,3.76478,1.26178,0.225931,0.0600118,0.16591964662075043,0.229057,1.12044,0.266877,0.719467,,,3.98152,2.81143,2.79691,78.83999633789062,,,,,,,747.4,4.396470588235294,710,4.176470588235294,,,,,,,,,,,,,,,,,,,"Bryce Miller","29837",682243
"Grayson Rodriguez","BAL",10.4779,8.43002,11.8334,3.94015,26.887,26.887,0,0,,156.489,654.982,141.979,73.44,68.51,20.3339,47.8404,0.380117,5.89095,161.282,9.27563,2.7514,3.37124,1.16945,0.246238,0.0730408,0.17319726943969727,0.236139,1.21299,0.289882,0.721277,,,3.82449,2.80444,2.41517,106.19999694824219,,,,,,,699.2,4.482051282051282,680,4.358974358974359,,,,,,,,,,,,,,,,,,,"Grayson Rodriguez","24492",680570
"Reynaldo López","ATL",11.5941,9.38224,11.183,4.20984,28.271,28.254,0,0,,156.127,664.689,144.919,78.23,73.03,18.6391,57.1733,0.372691,5.21678,163.785,9.44145,3.29578,2.86471,1.07446,0.246409,0.0860152,0.1603933870792389,0.24061,1.29441,0.300756,0.703773,,,3.81921,2.80043,1.8936,165.08999633789062,,,,,,,685.7,4.39551282051282,675,4.326923076923077,,,,,,,,,,,,,,,,,,,"Reynaldo Lopez","16400",625643
"Jared Jones","PIT",9.70539,11.2024,10.2698,4.16041,31.71,28.325,0,0.6021,,161.162,683.27,149.919,79.93,74.5,20.7039,52.1103,0.681263,7.73932,166.493,9.29768,2.91007,3.195,1.1562,0.24367,0.0762661,0.16740413010120392,0.240479,1.25358,0.296213,0.705598,,,3.88448,2.8002,1.96106,142.35000610351562,,,,,,,699.1000000000001,4.342236024844722,688,4.273291925465839,,,,,,,,,,,,,,,,,,,"Jared Jones","27863",683003
"Mitch Keller","PIT",9.40736,11.8547,14.6845,4.74008,29.915,29.915,0,0,,179.75,778.628,189.23,101.46,94.67,21.8985,54.2561,0.366264,10.0426,161.303,8.07637,2.71658,2.97299,1.09645,0.207163,0.0696817,0.13748153299093246,0.264906,1.35458,0.31505,0.667328,,,4.02862,2.73641,1.0853,298.6700134277344,,,,,,,700.0000000000001,3.8888888888888897,744,4.133333333333334,,,,,,,,,,,,,,,,,,,"Mitch Keller","17594",656605
"Tanner Houck","BOS",11.4908,10.0451,10.9637,3.99073,33.373,28.195,0,0.6427,,170.811,724.483,162.818,81.21,75.74,17.0254,54.0001,0.781054,11.3385,147.32,7.76227,2.84525,2.72815,0.897065,0.203345,0.074536,0.12880906462669373,0.247014,1.26934,0.29465,0.702696,,,3.88485,2.71035,2.48453,223.1300048828125,,,,,,,735.5000000000002,4.301169590643276,737,4.309941520467836,,,,,,,,,,,,,,,,,,,"Tanner Houck","19879",656557
"MacKenzie Gore","WSN",8.95127,11.6531,11.9585,4.27983,30.002,30.002,0,0,,165.918,710.466,154.256,84.94,78.9,20.5071,63.424,0.380901,6.34504,174.668,9.47463,3.44035,2.75397,1.11238,0.24585,0.0892711,0.15657887607812881,0.240762,1.31197,0.300207,0.702439,,,3.92929,2.70445,1.81037,206.55999755859375,,,,,,,712.7000000000002,4.2933734939759045,700,4.216867469879518,,,,,,,,,,,,,,,,,,,"MacKenzie Gore","22201",669022
"Shota Imanaga","CHC",10.9166,9.26948,13.8108,3.99014,27.892,27.892,0,0,,171.152,703.719,154.152,81.88,75.88,28.7745,39.1753,0.384945,5.25075,170.786,8.98074,2.06003,4.35952,1.5131,0.24269,0.055669,0.18702121078968048,0.233813,1.12956,0.272717,0.728209,,,4.13507,2.62697,2.43898,76.3499984741211,,,,,,,718.3000000000001,4.200584795321638,688,4.023391812865497,,,,,,,,,,,,,,,,,,,"Shota Imanaga","33829",684007
"Brandon Woodruff","MIL",8.25018,6.69912,9.36154,3.59988,21.032,21.032,0,0,,124.004,505.715,100.579,53.09,49.6,16.5179,35.0805,0.291148,4.88916,138.45,10.0484,2.54609,3.94662,1.19884,0.27377,0.0693682,0.20440201461315155,0.215953,1.09399,0.270486,0.733726,,,3.63213,2.6245,2.46215,243.5500030517578,,,,,,,601.8999999999999,4.854032258064515,555,4.475806451612903,,,,,,,,,,,,,,,,,,,"Brandon Woodruff","16162",605540
"Seth Lugo","KCR",12.1693,11.3604,14.6983,4.31555,30.192,29.823,0,0,,182.73,775.588,181.476,94,87.62,23.5539,50.8723,0.476656,7.50209,155.88,7.67756,2.50561,3.06415,1.1601,0.200983,0.0655919,0.1353912129998207,0.253029,1.27154,0.293656,0.693918,,,4.09443,2.59717,1.96602,189.35000610351562,,,,,,,723.4,3.9530054644808743,738,4.032786885245901,,,,,,,,,,,,,,,,,,,"Seth Lugo","12447",607625
"Kevin Gausman","TOR",10.4893,10.7402,14.813,4.50015,29.589,29.589,0,0,,180.454,765.449,172.406,96.5,90.23,26.0312,58.2338,0.399142,4.70259,173.846,8.67044,2.90436,2.98531,1.29829,0.227116,0.0760779,0.1510385125875473,0.245413,1.27811,0.291215,0.690744,,,4.16132,2.59279,1.57753,170.44000244140625,,,,,,,724,4.022222222222222,721,4.0055555555555555,,,,,,,,,,,,,,,,,,,"Kevin Gausman","14107",592332
"Bryan Woo","SEA",9.02528,8.13576,9.3093,3.6098,25.191,25.191,0,0,,137.326,558.607,118.138,58.98,55.08,17.812,30.9393,0.399806,5.75184,124.518,8.16057,2.02768,4.02458,1.16735,0.222908,0.0553865,0.16752103343605995,0.226355,1.08558,0.264305,0.725769,,,3.84074,2.55813,2.66953,135.7100067138672,,,,,,,624.6000000000001,4.5591240875912415,590,4.306569343065694,,,,,,,,,,,,,,,,,,,"Bryan Woo","30279",693433
"Erick Fedde","STL",9.55046,10.7518,12.9176,4.32,28.948,28.948,0,0,,168.021,707.614,160.413,86.05,80.65,22.326,49.0225,0.352616,5.60798,144.816,7.75705,2.62588,2.95408,1.19589,0.204654,0.0692786,0.13537583500146866,0.245662,1.24649,0.284223,0.692481,,,4.1455,2.55027,1.83473,326.55999755859375,,,,,,,681.5999999999999,4.057142857142857,679,4.041666666666667,,,,,,,,,,,,,,,,,,,"Erick Fedde","17425",607200
"Kodai Senga","NYM",10.3185,9.00823,9.81045,3.95589,28.901,25.813,0,0.6719,,150.338,636.595,125.74,70.7,66.08,18.2273,64.3849,0.576144,6.47942,162.388,9.72139,3.85441,2.52215,1.09118,0.255089,0.101139,0.15394923835992813,0.222261,1.26465,0.279171,0.725517,,,3.99642,2.54583,2.20283,153.1999969482422,,,,,,,679,4.526666666666666,634,4.226666666666667,,,,,,,,,,,,,,,,,,,"Kodai Senga","31838",673540
"Shohei Ohtani","LAD",8.61114,4.93182,7.97175,3.38014,19.363,19.363,0,0,,110.951,456.038,87.9665,44.7,41.67,13.0047,37.929,0.220919,4.86056,131.781,10.6897,3.07668,3.47441,1.0549,0.288969,0.0831707,0.20579857379198074,0.212866,1.13469,0.279226,0.753982,,,3.47173,2.52246,2.47508,1.5299999713897705,,,,,,,567.7,5.114414414414415,521,4.693693693693693,,,,,,,,,,,,,,,,,,,"Shohei Ohtani","19755",660271
"Michael Wacha","KCR",9.77688,9.68806,12.5981,4.28011,27.618,27.618,0,0,,162.059,687.232,153.427,82.69,77.07,21.4097,51.8661,0.416526,6.10592,143.011,7.94216,2.8804,2.75731,1.18899,0.208097,0.0754711,0.13262609392404556,0.243822,1.26678,0.284007,0.699313,,,4.19215,2.49734,1.76193,278.2699890136719,,,,,,,654.7,4.041358024691358,649,4.006172839506172,,,,,,,,,,,,,,,,,,,"Michael Wacha","14078",608379
"Ranger Suárez","PHI",10.2629,9.69012,9.28974,3.96709,32.189,26.954,0,0.5848,,157.196,665.296,151.468,74.79,69.29,16.2523,51.1778,0.827575,5.70912,134.733,7.71394,2.9301,2.63265,0.9305,0.202517,0.076925,0.12559174746274948,0.248958,1.28913,0.295604,0.710735,,,3.88198,2.48433,2.21283,260.9800109863281,,,,,,,675.4,4.301910828025478,680,4.3312101910828025,,,,,,,,,,,,,,,,,,,"Ranger Suarez","17277",624133
"Shane McClanahan","TBR",9.18157,8.53156,8.46615,3.81982,26.256,23.304,0,0.6853,,134.276,555.221,119.879,61.22,56.99,17.7617,38.0474,0.644427,3.25827,141.352,9.47425,2.55017,3.71515,1.1905,0.254586,0.0685265,0.18605956435203552,0.233266,1.17613,0.287814,0.726787,,,3.70355,2.44422,2.2209,119.4000015258789,,,,,,,621.1999999999999,4.635820895522388,599,4.470149253731344,,,,,,,,,,,,,,,,,,,"Shane McClanahan","21483",663556
"Nestor Cortes","MIL",8.78713,8.93913,7.01528,3.90674,32.06,23.429,0,0.5961,,142.761,589.096,122.386,66.33,61.97,21.3939,40.3628,0.968123,4.35197,139.103,8.76942,2.54457,3.44633,1.34872,0.23613,0.0685165,0.16761379688978195,0.224817,1.14001,0.263081,0.72606,,,4.10551,2.42778,2.20568,269.6400146484375,,,,,,,632.7,4.4244755244755245,592,4.13986013986014,,,,,,,,,,,,,,,,,,,"Nestor Cortes","17874",641482
"Brayan Bello","BOS",10.0648,9.51632,12.2052,4.22976,28.091,28.091,0,0,,161.456,690.205,160.192,81.85,75.88,18.4726,52.7119,0.333839,7.24554,144.685,8.06512,2.93831,2.74482,1.02972,0.209625,0.0763714,0.13325408846139908,0.254174,1.31865,0.30341,0.700666,,,3.97566,2.41789,1.80071,340.75,,,,,,,664,4.124223602484472,681,4.229813664596273,,,,,,,,,,,,,,,,,,,"Brayan Bello","23920",678394
"Robbie Ray","SFG",8.4579,9.1418,10.331,4.31005,25.688,25.688,0,0,,142.495,602.498,122.831,73.22,68.24,21.0085,55.0119,0.337848,4.99088,167.361,10.5705,3.47456,3.04227,1.3269,0.277778,0.0913064,0.18647176772356033,0.226419,1.24807,0.287532,0.704859,,,3.99736,2.4047,1.51919,158.52999877929688,,,,,,,626.7,4.4133802816901415,591,4.161971830985915,,,,,,,,,,,,,,,,,,,"Robbie Ray","11486",592662
